,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
19,,[],['leather'],[],[],,['oval'],0.23,26.3,240.0,12.5,0.27,0.27,25.0,220.0,12.0,0.25,,25.4,216.0,12.5,0.18,0.45,340.0,7.4,37.0,129.97,35.99,30.0,22.0,72.0,294.26,baseball glove,llama31_8b_standard
20,,,,,,,,0.254,25.4,254.0,8.66,3.28,0.254,25.4,254.0,5.0,0.833333,0.254,25.4,254.0,10.0,2.54,0.16,50.8,5.3,5.0,5.99,6.99,3.5,22.2,75.0,293.15,frisbee,llama31_8b_standard
21,"['glossy', 'rubbery', 'smooth']",,,,,,"['circle', 'disk']",0.254,25.4,254.0,10.0,3.28,0.254,25.4,254.0,5.0,0.833333,0.254,25.4,254.0,10.0,2.5,0.057,145.0,5.4,5.5,5.99,8.99,5.0,22.0,70.0,293.15,frisbee,llama31_8b_standard
22,,[],,,,,,0.254,25.4,254.0,9.84,0.83,0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,1.667,0.17,55.0,5.5,6.0,5.99,5.99,3.2,22.0,70.0,293.15,frisbee,llama31_8b_standard
23,,,,,[],,['circle'],0.254,25.4,254.0,8.3,3.28,0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,2.5,0.28,175.0,6.0,5.0,5.99,5.99,5.0,22.0,70.0,293.15,frisbee,llama31_8b_standard
24,"['glossy', 'smooth']",[],['plastic'],,"['entertaining', 'social']",,,0.254,25.4,254.0,9.8,0.785,0.254,25.4,254.0,10.0,0.83,0.254,25.4,254.0,10.0,2.5,0.2,50.0,6.3,6.0,5.99,8.95,5.0,20.0,75.0,293.15,frisbee,llama31_8b_standard
25,,,,,[],,['oval'],0.254,25.4,254.0,10.0,0.83,0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,0.8333333333333334,0.125,80.0,6.7,6.0,5.99,5.99,5.0,22.0,72.0,293.15,frisbee,llama31_8b_standard
26,"['glossy', 'rough', 'smooth']",[],,,"['playful', 'social']",,"['circle', 'disk']",0.254,25.4,254.0,8.0,0.785,0.254,25.4,254.0,10.0,2.36,0.254,25.4,254.0,10.0,2.5,0.22,150.0,6.0,6.0,5.99,5.99,5.0,22.2,68.0,293.15,frisbee,llama31_8b_standard
27,"['glossy', 'matted', 'ribbed', 'smooth']",[],['plastic'],,,"['blue', 'green', 'orange', 'purple', 'red', 'transparent', 'yellow']","['circle', 'disk']",0.254,25.4,254.0,10.0,0.833,0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,0.785,0.2,150.0,5.0,6.9,7.99,7.99,5.95,22.0,75.0,293.15,frisbee,llama31_8b_standard
28,"['bumpy', 'glossy', 'matted', 'rough', 'smooth']",[],"['metal', 'plastic', 'rubber']","['backyard', 'beach', 'festival', 'park', 'playground', 'schoolhouse', 'stadium']",['social'],,,0.254,25.4,254.0,10.0,3.28,0.254,25.4,254.0,10.0,2.54,0.254,25.4,254.0,10.0,1.667,0.057,105.0,6.0,6.0,8.99,5.95,0.25,22.0,70.0,293.15,frisbee,llama31_8b_standard
29,,[],['plastic'],,"['entertaining', 'social']",['blue'],"['circle', 'disk']",0.254,25.4,254.0,9.65,0.94,0.254,25.4,254.0,2.5,3.28,0.254,25.4,254.0,10.0,1.67,0.15,175.0,5.6,5.5,5.0,4.99,4.0,22.2,75.2,293.15,frisbee,llama31_8b_standard
30,,,['plastic'],,[],,['disk'],0.254,25.4,254.0,9.65,0.8333333333333334,0.254,25.4,254.0,5.0,2.5,0.254,25.4,254.0,10.0,0.8333333333333334,0.2,120.0,5.5,5.0,5.99,5.99,4.0,20.0,73.4,293.15,frisbee,llama31_8b_standard
31,,[],,,,,"['circular', 'disk', 'ring']",0.254,25.4,254.0,9.84,1.0,0.254,25.4,254.0,8.0,0.833333,0.254,25.4,254.0,10.0,2.5,0.225,105.0,6.3,6.0,5.99,15.99,5.0,21.67,73.4,293.15,frisbee,llama31_8b_standard
32,,[],"['plastic', 'styrofoam']",,,,"['circle', 'disk']",0.254,25.4,254.0,8.66,2.52,0.254,25.4,254.0,5.0,2.5,0.254,25.4,254.0,10.0,0.833,0.28,55.0,6.2,6.5,5.99,8.99,5.0,22.0,72.0,293.15,frisbee,llama31_8b_standard
33,,[],,,,"['blue', 'green', 'or', 'red', 'silver', 'transparent', 'yellow']","['circle', 'disk']",0.254,25.4,254.0,9.8,2.5,0.254,25.4,254.0,10.0,3.28,0.254,25.4,254.0,10.0,2.5,0.227,,5.5,6.0,5.99,4.99,5.0,20.0,72.0,293.15,frisbee,llama31_8b_standard
34,"['glossy', 'smooth']",,"['plastic', 'rubber']",,,"['blue', 'green', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'yellow']",['circular'],0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,0.833,0.14,175.0,5.0,5.0,5.99,4.99,5.0,22.0,70.0,293.15,frisbee,llama31_8b_standard
35,,[],,,[],,,0.254,25.4,254.0,9.8,2.5,0.254,25.4,254.0,5.0,2.67,0.254,25.4,254.0,10.0,2.5,0.225,80.0,6.3,5.0,12.99,5.99,5.0,20.0,68.0,294.26,frisbee,llama31_8b_standard
36,,[],"['plastic', 'rubber']",,,,,0.254,25.4,254.0,8.26,3.28,0.254,25.4,254.0,10.0,0.8333333333333334,0.254,25.4,254.0,10.0,2.54,0.225,50.0,5.5,6.5,5.99,8.99,4.53,22.0,72.0,293.15,frisbee,llama31_8b_standard
37,,,['plastic'],,,,,0.254,25.4,254.0,10.0,1.667,0.254,25.4,254.0,5.0,2.5,0.254,25.4,254.0,10.0,2.5,0.17,170.0,5.5,6.0,10.99,4.99,5.0,21.67,70.0,293.15,frisbee,llama31_8b_standard
38,,[],['plastic'],,,"['blue', 'green', 'orange', 'purple', 'red', 'silver', 'transparent', 'yellow']","['circle', 'disk', 'ring']",0.254,25.4,254.0,9.8,3.28,0.254,25.4,254.0,9.84,0.8333333333333334,0.254,25.4,254.0,10.0,2.743197551,0.057,60.0,6.0,5.0,5.99,5.99,4.35,22.0,72.0,293.15,frisbee,llama31_8b_standard
39,,[],,,[],"['blue', 'green', 'orange', 'pink', 'purple', 'red', 'yellow']","['circle', 'disk']",0.254,25.4,254.0,8.66,3.28,0.254,25.4,254.0,10.0,2.5,0.254,25.4,254.0,10.0,2.740239816,0.28,105.0,5.5,5.7,5.99,6.99,5.0,20.0,75.0,293.15,frisbee,llama31_8b_standard
40,,[],['steel'],"['campus', 'fire station', 'schoolhouse']",,"['blue', 'green', 'red', 'yellow']","['cylinder', 'hexagon', 'square']",0.5,55.0,300.0,8.0,3.5,1.8,160.0,1800.0,64.0,8.5,1.2,100.0,1200.0,40.0,6.0,50.0,2500.0,400.0,50.0,200.0,150.0,125.5,20.5,50.0,298.0,fire hydrant,llama31_8b_standard
41,['metallic'],[],,"['fire station', 'street']",,,['cylindrical'],0.6,55.0,305.0,12.5,3.25,1.7,150.0,1200.0,48.0,8.5,2.5,120.0,,48.0,8.5,50.0,40.0,500.0,25.0,500.0,250.0,150.0,20.0,40.0,293.15,fire hydrant,llama31_8b_standard
42,,[],,"['park', 'road', 'schoolhouse', 'street']",[],"['red', 'white', 'yellow']",,0.5,30.0,350.0,12.0,3.5,1.5,100.0,1200.0,42.0,6.0,1.2,120.0,1000.0,,5.25,150.0,,1500.0,60.0,200.0,150.0,500.0,22.5,58.0,298.0,fire hydrant,llama31_8b_standard
43,,[],,,,"['blue', 'red', 'yellow']","['cylinder', 'pyramid', 'rectangular cuboid']",0.6,50.0,200.0,12.5,3.5,2.5,120.0,1250.0,48.0,6.4,1.2,160.0,1200.0,40.0,4.5,30.0,12000.0,350.0,11000.0,150.0,150.5,500.0,20.0,50.0,293.15,fire hydrant,llama31_8b_standard
44,,[],,,,,,0.9,60.0,650.0,8.0,2.5,1.2,150.0,2000.0,38.0,6.5,1.2,240.0,1200.0,42.5,3.5,200.0,1000.0,900.0,50.0,250.0,250.0,500.0,20.0,70.2,293.15,fire hydrant,llama31_8b_standard
45,,[],,,['functional'],"['red', 'yellow']","['cylindrical', 'round', 'square']",0.6,30.0,325.0,8.0,2.5,2.5,100.0,1200.0,42.0,8.0,1.5,150.0,1200.0,48.0,,70.0,15000.0,170.0,80.0,150.0,100.0,150.0,20.0,68.0,293.15,fire hydrant,llama31_8b_standard
46,,,,,,"['green', 'red', 'yellow']","['cylindrical', 'rectangle']",0.5,76.0,320.0,24.0,3.0,1.5,120.0,850.0,72.0,8.0,2.5,180.0,1270.0,48.0,3.2,20.0,1000.0,450.0,20.0,150.0,150.0,80.0,20.0,50.0,293.15,fire hydrant,llama31_8b_standard
47,,,,,,"['green', 'red', 'yellow']","['cylinder', 'rounded rectangle', 'square', 'tube']",1.2,50.0,630.0,8.0,2.5,2.5,150.0,2400.0,48.0,8.0,2.5,125.0,1100.0,48.0,8.5,450.0,14000.0,1000.0,130.0,150.0,150.0,150.0,20.0,68.0,293.15,fire hydrant,llama31_8b_standard
48,[],,,,[],,,0.6,60.0,575.0,18.0,3.5,1.2,120.0,1200.0,48.0,7.5,2.5,120.0,1200.0,44.0,6.5,45.0,100.0,300.0,1400.0,250.0,120.0,150.0,20.5,60.0,293.15,fire hydrant,llama31_8b_standard
49,,,,,,,"['cylindrical', 'rectangle', 'square']",0.6,90.0,330.0,18.5,3.0,1.8,125.0,1000.0,36.0,8.5,2.5,147.32,1000.0,30.0,4.5,1500.0,1200.0,700.0,70.0,200.0,150.5,200.0,20.0,59.0,293.15,fire hydrant,llama31_8b_standard
50,,,['steel'],,['portable'],,,0.6,55.0,450.0,8.5,3.5,1.5,180.0,1200.0,42.0,6.5,1.2,130.0,1200.0,30.0,4.5,65.0,1700.0,130.0,44.92,1500.0,150.0,350.0,20.5,50.0,293.15,fire hydrant,llama31_8b_standard
51,,,,[],['public'],"['green', 'red', 'yellow']",,0.6,60.0,320.0,8.0,3.0,2.5,120.0,1200.0,6.0,6.0,2.5,150.0,1524.0,50.0,4.5,45.0,5000.0,250.0,70.0,1000.0,150.0,120.0,20.5,72.0,293.15,fire hydrant,llama31_8b_standard
52,['metallic'],,,,[],,"['column', 'cylinder']",0.6,60.0,220.0,24.0,3.0,1.2,,1500.0,38.0,6.5,1.8,120.0,1200.0,48.0,4.5,45.0,10000.0,500.0,24.2,1200.0,120.5,150.0,20.5,72.0,293.15,fire hydrant,llama31_8b_standard
53,,[],['steel'],"['fire station', 'highway', 'hospital', 'industrial area', 'park', 'residential neighborhood', 'schoolhouse']",,,"['cone', 'cylinder', 'square']",0.6,60.0,400.0,12.5,3.0,2.5,120.0,1350.0,36.0,6.7,2.5,150.0,1200.0,50.0,6.5,43.0,1200.0,1200.0,75.0,300.0,150.5,150.0,20.0,50.0,293.15,fire hydrant,llama31_8b_standard
54,,,,,['functional'],,['cylinder'],0.6,50.0,330.0,8.0,1.5,1.2,150.0,1500.0,48.0,6.8,1.2,120.0,1270.5,18.0,8.5,50.5,12000.0,700.0,30.0,250.0,200.0,100.0,20.5,50.0,293.15,fire hydrant,llama31_8b_standard
55,,[],"['concrete', 'steel']","['fire station', 'street']",[],"['red', 'yellow']","['column', 'cylinder']",0.5,30.0,320.0,12.0,3.0,1.8,120.0,900.0,48.0,6.5,2.5,120.0,1200.0,42.0,6.5,100.0,4500.0,1200.0,3000.0,50.0,100.0,25.0,20.0,68.0,293.15,fire hydrant,llama31_8b_standard
56,,,"['concrete', 'steel']",,,"['red', 'yellow']",,0.6,35.0,450.0,8.0,2.5,2.0,127.5,1500.0,,7.0,1.5,150.0,900.0,50.0,8.5,60.0,20000.0,700.0,60.0,150.0,150.0,500.0,20.5,50.0,298.15,fire hydrant,llama31_8b_standard
57,['metallic'],,,"['house', 'street']",['public'],"['red', 'yellow']",,1.2,60.0,254.0,8.25,3.5,1.9,220.0,1200.0,48.0,6.25,2.5,150.0,1500.0,10.5,4.0,50.0,4500.0,1200.0,20.0,400.0,250.95,500.0,20.5,72.0,293.15,fire hydrant,llama31_8b_standard
58,['metallic'],,['steel'],,['public'],"['blue', 'green', 'red', 'yellow']",,0.6,30.0,1200.0,12.0,3.0,1.5,120.0,1200.0,38.0,8.5,1.2,122.46,1200.0,60.0,8.0,250.0,50.0,1700.0,125.0,500.0,50.0,150.0,20.5,50.0,293.15,fire hydrant,llama31_8b_standard
59,,,,"['house', 'sidewalk', 'street']",,,"['cone', 'cylinder']",0.8,40.0,305.0,18.0,2.5,1.5,120.0,2300.0,48.0,8.0,2.5,120.0,1800.0,30.0,4.5,90.0,4500.0,400.0,100.0,200.0,80.0,25.0,22.5,72.0,293.15,fire hydrant,llama31_8b_standard
60,"['bumpy', 'rough', 'smooth']",[],"['metal', 'plastic', 'wood']",,[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",[],2.54,13.5,,68.0,0.7,1.8,173.6,,,1.5,1.75,170.0,1700.0,172.0,1.8,3.5,1500.0,,12.2,800.0,150.0,250.0,2.0,25.0,258.32,skis,llama31_8b_standard
61,,[],"['metal', 'plastic', 'wood']",,,"['black', 'blue', 'green', 'red', 'silver', 'white']",['wedge'],9.5,12.5,,65.0,,1.7,172.5,1420.0,57.0,180.0,1.68,150.0,1730.0,178.0,1.65,3.5,2400.0,,130.0,500.0,150.5,150.0,0.0,32.0,263.15,skis,llama31_8b_standard
62,[],[],,,['fashionable'],"['black', 'blue', 'or', 'red', 'silver', 'white']",,2.4,9.5,230.0,50.5,5.3,1.6,160.0,160.0,150.0,170.0,1.6,150.0,,188.0,178.0,3.5,4500.0,3.5,60.0,200.0,120.5,150.0,-5.0,25.0,273.15,skis,llama31_8b_standard
63,,[],"['metal', 'plastic', 'wood']",,,,['rectangle'],1.8,12.0,135.0,60.0,7.0,1.8,,1230.0,,150.0,1.8,140.0,170.0,62.0,1.8,3.5,1500.0,,6.0,130.0,150.5,150.0,2.0,25.0,263.15,skis,llama31_8b_standard
64,,[],"['metal', 'plastic', 'wood']","['mountain', 'park']",['fashionable'],"['black', 'blue', 'green', 'red', 'silver', 'white']","['circular', 'oval', 'rectangle']",12.7,,,64.0,10.5,1.8,150.5,1550.0,150.0,170.0,1.8,178.5,1630.0,180.0,160.0,3.8,2400.0,9.8,2300.0,200.0,150.0,150.0,-2.0,32.0,253.15,skis,llama31_8b_standard
65,,[],"['metal', 'plastic', 'wood']",,[],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white', 'yellow']",[],0.12,10.5,60.5,64.0,7.0,1.7,163.0,1630.0,190.0,170.0,1.6,180.0,1550.0,61.0,170.0,3.5,2600.0,8.2,5.0,120.99,200.0,200.0,0.0,25.0,273.15,skis,llama31_8b_standard
66,,[],"['metal', 'plastic', 'wood']",,[],,,2.7,13.5,70.0,,6.5,1.7,170.0,1700.0,182.5,145.0,1.65,165.0,1450.0,61.5,170.0,3.5,2400.0,7.5,4.6,150.0,80.99,500.0,2.5,25.0,258.15,skis,llama31_8b_standard
67,[],[],"['metal', 'plastic', 'wood']",,,,"['drop', 'oval', 'parallelogram', 'rectangle']",0.12,140.5,120.0,60.0,6.7,1.7,160.0,170.0,57.0,5.9,1.65,150.0,1700.0,171.0,178.0,3.6,1500.0,,25.6,800.0,120.5,169.0,-5.0,25.0,255.37,skis,llama31_8b_standard
68,,,"['metal', 'plastic', 'wood']",,[],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white', 'yellow']","['crescent', 'stick', 'wedge']",2.5,13.5,120.0,62.0,1.5,1.67,160.0,1550.0,140.0,1.3,1.9,185.0,147.6,178.4,180.0,4.0,2100.0,3.5,6.3,700.0,150.99,109.99,-5.0,25.0,253.15,skis,llama31_8b_standard
69,[],,"['metal', 'plastic', 'wood']",,[],"['black', 'green', 'red', 'silver', 'white']",['rectangle'],2.1,13.5,125.0,65.0,2.5,1.7,173.0,1550.0,,5.75,1.7,,1550.0,170.0,1.5,3.6,3600.0,,,300.0,150.0,450.0,-2.5,28.0,255.37,skis,llama31_8b_standard
70,[],[],"['metal', 'plastic', 'wood']",,[],"['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']",,0.23,13.5,130.0,64.0,6.1,1.7,155.0,145.0,62.0,170.0,1.65,170.0,1630.0,57.0,,4.5,2200.0,3.7,12.2,800.0,120.5,109.99,0.0,25.0,275.37,skis,llama31_8b_standard
71,"['bumpy', 'glossy', 'matted', 'metallic', 'rough', 'smooth']",[],"['metal', 'plastic', 'wood']",,,"['black', 'blue', 'or', 'red', 'silver', 'white']",,1.5,12.5,140.0,65.0,1.2,1.6,130.5,1300.0,62.0,1.7,1.7,160.0,1630.0,162.5,170.0,4.5,2500.0,,3.5,150.0,80.5,130.0,2.5,25.0,275.37,skis,llama31_8b_standard
72,,[],,,,"['black', 'blue', 'red', 'silver', 'white']","['circular', 'oval', 'rectangle', 'round']",2.5,13.5,140.0,55.0,10.2,1.85,173.5,135.0,68.5,170.18,1.68,160.0,1850.0,57.0,180.0,3.2,3.5,,5.5,200.0,120.5,150.0,0.0,32.0,273.15,skis,llama31_8b_standard
73,,[],,,[],,,10.2,12.5,140.0,67.0,6.1,1.8,170.0,1630.5,,180.0,1.7,173.0,1730.0,160.0,2.5,3.5,2500.0,,6.0,200.0,120.0,200.0,0.0,25.0,263.15,skis,llama31_8b_standard
74,"['grooved', 'rough', 'smooth']",,"['metal', 'plastic', 'wood']",,,,,1.5,11.5,,60.0,0.75,1.8,183.0,170.0,57.0,1.2,1.65,165.0,157.0,63.0,190.35,3.5,3000.0,6.0,5.6,599.99,150.0,120.0,0.0,32.0,263.15,skis,llama31_8b_standard
75,,[],,,,"['black', 'blue', 'green', 'red', 'silver', 'white']",,0.11,12.5,,70.0,9.84,1.6,165.4,155.0,130.0,170.0,1.8,170.0,1650.0,162.0,175.0,3.5,1500.0,6.3,4.5,120.0,100.0,200.0,-1.5,32.0,253.15,skis,llama31_8b_standard
76,,[],"['metal', 'plastic', 'wood']",,[],"['black', 'blue', 'red', 'silver', 'white']",['wedge'],2.44,13.5,130.0,65.0,7.5,1.7,170.0,1230.0,58.5,,1.9,160.0,1430.0,,180.0,3.5,3500.0,,7.0,899.99,200.5,180.0,,25.0,274.0,skis,llama31_8b_standard
77,[],[],,,[],,,2.54,12.7,160.0,65.0,7.0,1.7,180.0,1800.0,,170.0,1.6,170.0,,155.5,170.0,4.5,2200.0,5.2,3.7,150.5,120.99,160.0,,25.0,273.15,skis,llama31_8b_standard
78,[],[],,['mountain'],[],"['black', 'blue', 'green', 'red', 'white']",,2.5,12.5,140.0,6.7,2.5,2.4,175.0,170.0,55.0,182.5,1.8,180.0,,54.0,155.0,3.5,1600.0,,4.8,800.0,120.5,150.0,-5.2,25.0,273.15,skis,llama31_8b_standard
79,[],[],"['metal', 'plastic', 'wood']",,[],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white']",,1.8,9.5,65.0,64.0,6.5,1.7,,1270.0,57.0,1.5,1.7,170.0,1700.0,57.0,1.8,4.0,2300.0,10.5,4.5,120.0,200.5,400.99,4.3,32.0,253.15,skis,llama31_8b_standard
80,['rough'],[],,,"['aggressive', 'dangerous']","['black', 'gold', 'grey', 'seal brown', 'silver', 'white']","['cylindrical', 'oval']",1.5,240.0,1900.0,,6.2,1.7,170.0,1470.0,9.8,11.0,2.0,213.0,1800.0,8.0,6.6,350.0,268000.0,,300.0,1000.0,1000.5,,18.5,40.0,278.15,bear,llama31_8b_standard
81,['rough'],[],,,['powerful'],"['black', 'cream', 'grey', 'seal brown', 'white']",,2.5,160.0,2050.0,,6.5,1.8,,1500.0,85.0,6.5,1.8,191.0,2500.0,8.2,6.5,,380000.0,,300.0,12.99,25.0,300.0,7.3,50.0,293.15,bear,llama31_8b_standard
82,"['rough', 'soft']",[],,,,"['black', 'grey', 'seal brown', 'white']","['oval', 'rectangle', 'round']",1.8,230.0,2500.0,87.2,6.0,1.8,150.0,1270.0,,9.8,2.0,180.0,2200.0,,6.5,180.0,,,660.0,,,300.0,25.5,48.7,278.15,bear,llama31_8b_standard
83,['rough'],,,,"['aggressive', 'docile', 'protective']","['black', 'grey', 'seal brown', 'white']",,2.4,150.0,2200.0,6.8,6.5,2.0,170.0,1400.0,,10.0,1.8,213.0,1400.0,240.0,8.0,,320000.0,300.0,350.0,1000.0,100.0,,6.5,40.0,273.15,bear,llama31_8b_standard
84,['rough'],[],"['bone', 'fur', 'hair']",,,,['ovoid'],2.4,200.0,1500.0,48.0,5.9,1.8,137.0,1500.0,9.2,6.6,2.0,180.0,2700.0,,8.0,180.0,350.0,,660.0,,50.0,300.0,8.1,40.0,294.35,bear,llama31_8b_standard
85,['rough'],[],,,,"['black', 'grey', 'seal brown', 'white']",['spheroid'],2.4,120.0,1800.0,,9.8,1.8,170.0,1200.0,9.2,6.0,1.8,180.0,2300.0,8.2,6.5,150.0,,,660.0,,10.99,,10.0,40.8,295.15,bear,llama31_8b_standard
86,['rough'],[],,,"['carnivorous', 'omnivorous']","['black', 'seal brown', 'white']",[],1.9,180.0,1450.0,6.0,9.8,1.8,155.0,1500.0,9.2,6.5,2.0,,1800.0,8.2,8.0,,320000.0,300.0,330.0,2.75,1000.0,300.0,-1.0,42.0,295.15,bear,llama31_8b_standard
