,concept,model_name,colour,shape,location,texture,material,pattern,disposition,function,size,weight,temperature,value,scenario,context,colour_sum,shape_sum,location_sum,texture_sum,material_sum,pattern_sum,disposition_sum,function_sum,size_sum,weight_sum,temperature_sum,value_sum,scenario_sum,context_sum
208,airplane,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, -1]","[-1, 1, -1, -1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, -1, 1, 1]",-1.0,0.7142857142857143,0.14285714285714285,-1.0,0.42857142857142855,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.14285714285714285
368,airplane,llama31_8b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, 1, 1, -1, -1]","[-1, -1, -1, 1, -1]","[-1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, 1, 1, 1, -1]","[-1, -1, 1, -1, 1]","[-1, -1, -1, 1, -1]","[1, -1, -1, -1, 1]","[1, -1, -1, 1, -1]","[1, 1, 1, 1, 1]",-1.0,1.0,-0.2,-0.6,0.2,-1.0,-1.0,1.0,0.2,-0.2,-0.6,-0.2,-0.2,1.0
143,apple,qwen25_7b_standard,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1, -1, 1, 1]","[1, 1, 1, 1]","[-1, -1, 1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, 1, 1]","[-1, -1, 1, 1]",1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.5,1.0,-0.5,-1.0,-1.0,0.0,0.0
463,apple,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
383,apple,llama31_8b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
63,apple,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
223,apple,llava_7b_standard,"[1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1]","[-1, 1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1]","[-1, 1, 1, -1, 1, 1]","[-1, 1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1]",1.0,-1.0,1.0,0.0,-0.6666666666666666,-1.0,-1.0,-0.6666666666666666,0.3333333333333333,-0.3333333333333333,-1.0,-0.6666666666666666,-1.0,0.6666666666666666
303,apple,qwen25_1b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1]","[1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]","[1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]","[-1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]","[1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, 1, -1, 1]","[1, 1, 1, -1, -1, -1, 1, 1, -1, 1, -1]","[-1, -1, -1, 1, 1, 1, -1, -1, 1, -1, 1]","[-1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1]",1.0,-1.0,0.8181818181818182,-1.0,0.6363636363636364,-0.2727272727272727,-0.2727272727272727,-0.09090909090909091,-0.09090909090909091,-0.45454545454545453,0.09090909090909091,-0.09090909090909091,-0.6363636363636364,0.09090909090909091
353,backpack,llama31_8b_standard,"[1, 1]","[1, 1]","[-1, 1]","[1, -1]","[1, 1]","[1, 1]","[-1, -1]","[1, 1]","[1, 1]","[-1, -1]","[-1, -1]","[1, 1]","[-1, -1]","[-1, -1]",1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
113,backpack,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1]","[1, -1, -1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1]",1.0,1.0,1.0,-0.8,1.0,-0.4,-1.0,1.0,1.0,-0.7,-1.0,-1.0,0.2,0.4
273,backpack,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1, -1]","[1, 1, 1, -1, -1, 1, 1, 1, 1, -1, -1, -1, 1, 1, -1, 1]","[1, -1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1]","[1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, 1, -1, 1, -1, -1]","[1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, -1]","[-1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1]","[1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1, -1, -1, 1]","[-1, 1, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1, 1]","[-1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 1]",-1.0,1.0,-0.25,0.25,0.5,-0.125,-0.375,0.5,0.375,0.0,-0.625,0.125,-0.25,0.125
193,backpack,llava_7b_standard,"[1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1]","[1, 1, 1, -1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1]",-0.42857142857142855,0.5714285714285714,0.7142857142857143,-0.8571428571428571,1.0,-0.7142857142857143,-1.0,1.0,1.0,1.0,-1.0,-0.5714285714285714,-1.0,-0.2857142857142857
33,backpack,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
433,backpack,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
337,banana,llama31_8b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
177,banana,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1]",-0.6923076923076923,0.8461538461538461,-0.5384615384615384,0.38461538461538464,-1.0,-1.0,-1.0,0.8461538461538461,0.23076923076923078,-0.6923076923076923,-1.0,-0.8461538461538461,-0.8461538461538461,-0.23076923076923078
417,banana,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
17,banana,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
257,banana,qwen25_1b_standard,"[-1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1]","[-1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1, -1, -1]","[1, 1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1]","[-1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1]","[1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, 1, 1]","[-1, 1, 1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1]","[-1, 1, 1, 1, -1, -1, 1, -1, 1, -1, 1, -1, 1]","[1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",-0.5384615384615384,0.23076923076923078,0.07692307692307693,0.23076923076923078,-0.5384615384615384,-0.6923076923076923,-0.6923076923076923,0.07692307692307693,0.07692307692307693,-0.38461538461538464,-0.23076923076923078,-0.38461538461538464,0.07692307692307693,0.6923076923076923
97,banana,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,0.9,-0.8,-1.0,-1.0,1.0,1.0,-0.8,-0.7,-1.0,1.0,1.0
279,baseball bat,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, -1]","[-1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, 1]","[-1, -1, -1, 1, -1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, -1]","[-1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, 1, 1]","[1, -1, -1, -1, -1, -1]","[1, -1, 1, -1, 1, -1]",-1.0,0.6666666666666666,-1.0,0.6666666666666666,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.0,-0.6666666666666666,0.0
359,baseball bat,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, -1]","[-1, 1]","[1, 1]","[-1, -1]","[-1, -1]","[1, 1]","[1, 1]","[1, 1]","[-1, -1]","[1, -1]","[-1, -1]","[1, -1]",-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
119,baseball bat,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1, 1]",-1.0,1.0,-0.9,0.8,1.0,-0.8,-1.0,1.0,1.0,1.0,-1.0,-0.9,-0.9,-0.3
439,baseball bat,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
199,baseball bat,llava_7b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, -1, -1, 1]",-1.0,1.0,-0.2,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.2
39,baseball bat,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
