,concept,model_name,mean_area_error_feet,mean_area_error_centimeters,mean_area_error_millimeters,mean_area_error_inches,mean_area_error_meters
37,knife,qwen25_7b_standard,65.07264204800013,9.535999999999998,3.0115199999999995,17.327292377599996,63.266666666666666
38,knife,llava_7b_standard,600.8509769408012,14.286126315789474,21.43537955555556,7.182056212705881,148.56072171428573
39,knife,qwen25_1b_standard,1554.7460521042565,17.839,0.969294147368421,3.2863656767146656,1777.8814035087719
40,knife,llama31_8b_standard,11.30580804770877,37.03634,43.26453333333333,35.72339949929066,48.83529411764705
41,knife,llama_30b_standard,73749.19259997591,193.03906799715554,17.867961824561405,80.64564534547998,331984.05248627445
42,baseball glove,phi3mini_4k_instruct_q4,68.90721502400001,22.371748750000002,0.6831346666666667,3.369592180152999,5.223845833333332
43,baseball glove,qwen25_7b_standard,32.906474122400006,2.6059288333333326,3.569375,2.353356599724999,4.687499999999998
44,baseball glove,llava_7b_standard,774.0662166535484,1.3839594117647058,6.930935606060606,2.4105296789278885,5.903058696969695
45,baseball glove,qwen25_1b_standard,4916.095934562657,7.956919520833333,3.95560812,2.0252824574875,5683.345022854166
46,baseball glove,llama31_8b_standard,8.032911505587942,1.5364493483333335,0.7783471944444443,3.1972400845635955,1.9968657407407404
47,baseball glove,llama_30b_standard,11520.867546445375,1.2971143622493735,1.533914972116667,2.663253786979259,89.37969632301338
48,sink,phi3mini_4k_instruct_q4,7.062435487999998,1.3230324074074074,0.49034722222222216,1.0636775930666664,1.2499999999999996
49,sink,qwen25_7b_standard,14.4562787648,1.0805555555555553,0.7111111111111111,1.7311773333333331,4.362962962962963
50,sink,llava_7b_standard,32.118256343999995,1.638917378917379,0.8456256944444445,1.2557345208762105,5.990319865319864
51,sink,qwen25_1b_standard,11.144159946471039,0.44020045138888886,0.9423930706018518,0.5605667871111111,1.2504629629629629
52,sink,llama31_8b_standard,11.736198636210526,2.875922666666667,1.24125,3.2377588460445255,6.0592592592592585
53,sink,llama_30b_standard,45.5062687276652,1.4036104292929292,0.921905245117845,0.8155299101595557,105.60600582252192
54,tennis racket,phi3mini_4k_instruct_q4,,,,,
55,tennis racket,qwen25_7b_standard,,,,,
56,tennis racket,llava_7b_standard,,,,,
57,tennis racket,qwen25_1b_standard,,,,,
58,tennis racket,llama31_8b_standard,,,,,
59,tennis racket,llama_30b_standard,,,,,
60,toothbrush,phi3mini_4k_instruct_q4,0.967227968768001,7.9864999999999995,18.859,33.074851205,0.8463999999999998
61,toothbrush,qwen25_7b_standard,34.39605824000007,32.85,10.83125,50.62539674899999,456.25
62,toothbrush,llava_7b_standard,33.08457292904045,14.0618203125,132.33689772727274,10.884600686666664,815.0535714285714
63,toothbrush,qwen25_1b_standard,36.08395467323271,16.60926470588235,1.1047494999999998,0.7929464318474999,17515.62231195
64,toothbrush,llama31_8b_standard,0.8345290544605339,26.62346642,26.83905,12.993513371151577,22.616315789473685
65,toothbrush,llama_30b_standard,760.6104389563416,48.72690960000001,10.818585789473683,32.286381326936095,3.7604032350588654
66,dining table,phi3mini_4k_instruct_q4,0.33377880412444444,0.6524305555555557,0.6502314814814817,0.16175919141925948,0.19138888888888878
67,dining table,qwen25_7b_standard,1.6324179609599998,0.11111111111111112,0.11333333333333336,0.5760713998222219,0.31944444444444425
68,dining table,llava_7b_standard,1.8649359171764706,0.6740477366255144,0.40833115468409587,0.6702189996641973,2.1091617933723192
69,dining table,qwen25_1b_standard,46.534274089684615,1.809210896296296,1.8203394411955813,0.8203623150004042,17.595715209362137
70,dining table,llama31_8b_standard,42.83100184491776,0.41398830409356724,0.26042343513103744,0.2526324067233269,0.6825904266839938
71,dining table,llama_30b_standard,2.631332227942065,11.806864739772452,706.3246777263374,0.6735852428205327,4.845861598440546
72,donut,phi3mini_4k_instruct_q4,0.886301451770311,0.36651234567901236,0.9826491769547324,0.3638713081275721,0.8739711934156379
73,donut,qwen25_7b_standard,0.4260886030222215,0.7909465020576132,0.9206816358024692,0.7492205997942387,0.7316872427983542
74,donut,llava_7b_standard,6.991274888628156,1.0073970285645122,0.7204407818930041,0.6862623260030865,13.450359610523224
75,donut,qwen25_1b_standard,65.42982338173637,0.4278369341563786,0.9900465249199816,0.5081893172201647,14.22093894440113
76,donut,llama31_8b_standard,0.5141606802617639,0.8693198180636776,0.4348085596707819,0.7671468564075719,3.8097736625514407
77,donut,llama_30b_standard,2131.6859801793553,3.6674077925925928,0.8525630564908344,3.007737136865569,163.56448865702487
78,bicycle,phi3mini_4k_instruct_q4,10709.99470700001,5306.630208333334,857.6234374999998,11957.841465333748,11067.75
79,bicycle,qwen25_7b_standard,41635.45704950004,11779.8125,11874.0,1776.040531933333,16639.625
80,bicycle,llava_7b_standard,24756.736065074023,18304.972435763884,685920659.6236111,4976.476366675,7517.229576236979
81,bicycle,qwen25_1b_standard,185252.54296190053,14413.768986736317,3031.3804859375005,2647.8159923439785,1988.546875
82,bicycle,llama31_8b_standard,13434.5519539697,11785.015625,19097.398574561405,19059.494002591666,44991.36111111111
83,bicycle,llama_30b_standard,18015.368189718043,17645.952800694446,6496.402703182916,1281.3295304139788,52989.99791666666
84,frisbee,phi3mini_4k_instruct_q4,,,,,
85,frisbee,qwen25_7b_standard,,,,,
86,frisbee,llava_7b_standard,,,,,
87,frisbee,qwen25_1b_standard,,,,,
88,frisbee,llama31_8b_standard,,,,,
89,frisbee,llama_30b_standard,,,,,
90,surfboard,phi3mini_4k_instruct_q4,177.60232961490306,49.46304761904762,44.58099365079365,116.6605241254857,148.2063492063492
91,surfboard,qwen25_7b_standard,67.79757669028575,28.839999999999996,45.65285714285714,16.52947646171429,68.46428571428574
92,surfboard,llava_7b_standard,148.06937559337155,46.61136759259259,1484250.1141452382,31.567377110830996,163.95661375661373
93,surfboard,qwen25_1b_standard,98.7901967325715,30.67974558531746,0.9482057849702379,15.139448635016667,6.650777777777778
94,surfboard,llama31_8b_standard,177.62770240839694,35.737760141093474,13.894808571428573,13.79558240172134,50.36804511278196
95,surfboard,llama_30b_standard,111.6461925431091,19.13899121151629,5431.613488007055,25.905064298154713,90.78910977474972
96,bear,phi3mini_4k_instruct_q4,0.8731594020608011,0.3745502645502645,0.9422804232804232,0.7936616229591975,1.8451851851851846
97,bear,qwen25_7b_standard,0.2508770742857139,0.22619047619047614,0.5152592592592592,0.3905319503197459,0.6388888888888886
98,bear,llava_7b_standard,1.1854583882176006,0.9509388510959941,66232.98181216931,0.9579263432360634,1.6208372237784001
99,bear,qwen25_1b_standard,4.303529949048323,4.828397058201057,1.8456830687830688,2.23185054094291,0.8842328042328041
100,bear,llama31_8b_standard,1.0547472881552213,0.33269037037037036,0.25405008818342156,0.9166545871475751,0.5327830687830686
101,bear,llama_30b_standard,1.4117795270608218,1.031731784691358,7.863135121856791,0.8794959474431323,0.6957671957671957
102,handbag,phi3mini_4k_instruct_q4,5.871790746713599,4.834375,1.8670625,4.564910375533334,2.429999999999999
103,handbag,qwen25_7b_standard,0.37877463600000005,1.8260760416666666,0.28300000000000003,0.7546448777999999,4.8125
104,handbag,llava_7b_standard,0.5690510231866667,2.0387268518518518,1.3675810185185187,1.33293151558125,3.7163690476190467
105,handbag,qwen25_1b_standard,4780.957913742464,1.821101875,0.9887239089166666,1.0294496155554165,5.5815415433854145
106,handbag,llama31_8b_standard,636.8641065706578,1.7688392857142858,3.7274166666666666,1.064969439945333,3679.057843137254
107,handbag,llama_30b_standard,111.49589702926224,0.8142666666666665,1.530119111111111,68.7302877315037,351535.1402777778
108,sheep,phi3mini_4k_instruct_q4,101.81658218577925,51.135200000000005,2.402649333333333,29.282031375601072,56.021333333333324
109,sheep,qwen25_7b_standard,146.19474416476166,92.08000000000001,166.4,64.24201454796801,131.47999999999996
110,sheep,llava_7b_standard,58.85803811594243,19.235766666666667,1389.3086238095239,21.143743188705884,42.164313725490196
111,sheep,qwen25_1b_standard,203.5360604414923,60.48957026666668,0.6929921429333333,15.959130286402772,38.65237037037037
112,sheep,llama31_8b_standard,56.6855696454042,38.239733333333334,39.58633333333333,23.77324611161657,87.06823529411764
113,sheep,llama_30b_standard,1822.9721585619357,18.71359573333333,7.1386810367922,31.42699244559361,79.3341800202892
114,apple,phi3mini_4k_instruct_q4,0.8765975470098006,0.1160896703296704,0.015897435897435898,0.20861309176146473,0.9553490989010989
115,apple,qwen25_7b_standard,0.506317830610989,0.16160808791208794,0.5694358974358973,0.13521342930402963,15.978021978021975
116,apple,llava_7b_standard,84.79485893812048,0.5428510378510378,0.2591223443223443,0.4528888816004502,12.474286235246232
117,apple,qwen25_1b_standard,11.460220745386142,0.904725054945055,0.9426766278388279,0.9202992932786083,67.3319594451282
118,apple,llama31_8b_standard,0.8834250236129279,0.10092185592185592,0.06570007017543861,0.2285685176976707,0.07576001995758634
119,apple,llama_30b_standard,1556.4928032181974,2.7755711355311354,0.5068118398620987,0.7195062811794869,149018.22206959702
120,stop sign,phi3mini_4k_instruct_q4,10.846618242200002,0.11280604166666668,0.6063850694444445,0.23308540480000003,1.5681076388888893
121,stop sign,qwen25_7b_standard,9.4123404656,0.6842013888888889,0.6222222222222221,0.9320348455999998,2.847916666666667
122,stop sign,llava_7b_standard,42.345422986399996,0.7249787508449074,0.968129778720313,1.1729479020431373,4.083985339506174
123,stop sign,qwen25_1b_standard,108.3240717030322,1.1401169814392362,0.8879449266708332,0.8448466944536036,9.564656123263894
124,stop sign,llama31_8b_standard,3.22448268005,2.147671875,0.3876666666666667,0.34685644479218747,3.1496710526315788
125,stop sign,llama_30b_standard,40.705740776036365,9.704813500512662,0.9499376354012347,0.7166323757156862,9.219675925925925
126,car,phi3mini_4k_instruct_q4,0.2911220958876448,0.04558888888888889,0.06864999999999999,0.16376461738317719,0.05972222222222225
127,car,qwen25_7b_standard,0.4827015507200006,33.84444444444444,0.04266666666666667,0.09859126446222197,0.07151234567901237
128,car,llava_7b_standard,0.51985926463167,16.47282921810699,6077.138034188034,0.8539981657447512,0.2736443494776828
129,car,qwen25_1b_standard,2.731530374953374,3.6915244135802476,0.3197438595390947,0.5145827293523789,1.7996486172839508
130,car,llama31_8b_standard,0.39471198784780503,7.248321660818715,0.05994065415637861,0.17965727171954154,0.5445526748971194
131,car,llama_30b_standard,91.23979376402737,18.2174564112286,0.5495599494598765,0.5766136476222157,0.3805723330167775
132,orange,phi3mini_4k_instruct_q4,6.443783833839435,0.1011580174927114,0.08080102040816325,0.49538923214577224,2.839416909620991
133,orange,qwen25_7b_standard,8.184399951486885,0.0,0.4035568513119534,0.24694568629737543,9.823615160349851
134,orange,llava_7b_standard,2251.757875741109,1.8715047707394645,0.679129148912312,0.6548697448979589,239.21749271137017
135,orange,qwen25_1b_standard,836.1617190184597,0.8411366426269755,0.9553795104956269,0.4572565540107876,63.751820712953695
136,orange,llama31_8b_standard,0.8271186920509779,0.12865597667638484,0.16302037133650452,0.052474114915451994,0.15475218658892126
137,orange,llama_30b_standard,1519.7376128332169,2.936895691609978,0.7029910259528925,0.9938636817035952,14512.877189749182
138,hair drier,phi3mini_4k_instruct_q4,16.700937432072728,3.1461292613636362,2.364914772727273,3.927507511167614,1.0767045454545454
139,hair drier,qwen25_7b_standard,2.851332473272728,1.4500923295454544,0.30969460227272727,0.8545021974099429,19.59659090909091
140,hair drier,llava_7b_standard,83.90666036495868,0.980272549715909,0.7284918027935605,0.6744179172424242,6.64285784527972
141,hair drier,qwen25_1b_standard,159.28310573813275,1.486890325956938,0.9722550571732954,0.6703296320326706,385.5542929292929
142,hair drier,llama31_8b_standard,3.874606474228365,1.8219897017045454,1.1923446496212118,4.0707160187382945,10.608851674641146
143,hair drier,llama_30b_standard,55.6543693754043,9.397970524051823,1.2965679575358853,1.7076619937262247,3.9795318253991376
144,pizza,phi3mini_4k_instruct_q4,65.41873683968008,4.3762361156859,17.82026666666666,15.03788297793333,9.619444444444445
145,pizza,qwen25_7b_standard,0.5319854521599995,0.509213888888889,0.93,0.679647619911111,2.1827777777777784
146,pizza,llava_7b_standard,167.11113355315214,6.224875,25.172238419753086,10.640819456666666,18.58698412698413
147,pizza,qwen25_1b_standard,17860.19834122221,33.51635322222222,151.93521388888888,15.695322881688886,259977.0745900978
148,pizza,llama31_8b_standard,2.5288202533171225,10.616414814814815,9.467733333333333,14.09986491433918,7.265555555555556
149,pizza,llama_30b_standard,7170.344777883411,7.953579365079365,23055.430793481475,13.293485072869137,209735.58880002878
150,fire hydrant,phi3mini_4k_instruct_q4,,,,,
151,fire hydrant,qwen25_7b_standard,,,,,
152,fire hydrant,llava_7b_standard,,,,,
153,fire hydrant,qwen25_1b_standard,,,,,
154,fire hydrant,llama31_8b_standard,,,,,
155,fire hydrant,llama_30b_standard,,,,,
156,baseball bat,phi3mini_4k_instruct_q4,,,,,
157,baseball bat,qwen25_7b_standard,,,,,
158,baseball bat,llava_7b_standard,,,,,
159,baseball bat,qwen25_1b_standard,,,,,
160,baseball bat,llama31_8b_standard,,,,,
161,baseball bat,llama_30b_standard,,,,,
162,traffic light,phi3mini_4k_instruct_q4,,,,,
163,traffic light,qwen25_7b_standard,,,,,
164,traffic light,llava_7b_standard,,,,,
165,traffic light,qwen25_1b_standard,,,,,
166,traffic light,llama31_8b_standard,,,,,
167,traffic light,llama_30b_standard,,,,,
168,cup,phi3mini_4k_instruct_q4,,,,,
169,cup,qwen25_7b_standard,,,,,
170,cup,llava_7b_standard,,,,,
171,cup,qwen25_1b_standard,,,,,
172,cup,llama31_8b_standard,,,,,
173,cup,llama_30b_standard,,,,,
174,motorcycle,phi3mini_4k_instruct_q4,1.1767267681971434,1.6281870039682542,0.8153869047619047,0.24162566026649804,0.28436879960317457
175,motorcycle,qwen25_7b_standard,1.0775870890571433,0.1349454365079365,0.12351190476190477,0.9230841833214283,0.8419828869047616
176,motorcycle,llava_7b_standard,2.676521343718401,2.2142579028486393,7.698646674304029,1.0525082794786083,1.115584254535147
177,motorcycle,qwen25_1b_standard,188.19139963586014,1.824591194941685,1.5829093006474517,1.764830906660892,0.3313460187254595
178,motorcycle,llama31_8b_standard,0.638691889799406,0.5127826768207283,0.32250241975957056,0.43343128623571425,0.8279447751322753
179,motorcycle,llama_30b_standard,2.499213195690554,1.9791998530870685,0.838600856860119,4.726787583394293,0.6723509149029983
180,keyboard,phi3mini_4k_instruct_q4,21.638619668906692,23.215,0.5207585185185184,4.534351535814815,4.238641975308641
181,keyboard,qwen25_7b_standard,97.5845770240001,20.49782716049383,19.799220272904478,1.239567016839506,17.549382716049386
182,keyboard,llava_7b_standard,2104.403318647309,67.69371380574759,487.81498898047016,53.99347145595281,3605.849059347443
183,keyboard,qwen25_1b_standard,21.883049274103815,0.9785728746666666,0.9658783304549383,0.9766033966568625,1.2175551359366723
184,keyboard,llama31_8b_standard,170.0130177931735,10.710611456790122,22.18602068264343,12.418385129524136,61.0960113960114
185,keyboard,llama_30b_standard,1242.5831953346853,4.709884962962963,19900.497700509182,4.303871413499335,3108.248336686218
186,skis,phi3mini_4k_instruct_q4,,,,,
187,skis,qwen25_7b_standard,,,,,
188,skis,llava_7b_standard,,,,,
189,skis,qwen25_1b_standard,,,,,
190,skis,llama31_8b_standard,,,,,
191,skis,llama_30b_standard,,,,,
192,sandwich,phi3mini_4k_instruct_q4,3.1888653383840038,6.334375,6.097135416666666,12.170249197083331,0.7722916666666666
193,sandwich,qwen25_7b_standard,11.904812900000014,2.2760416666666665,2.80325,0.14687282614583327,4.116015625
194,sandwich,llava_7b_standard,1481.7457957928016,2.690827546296296,49.90990699404762,2.49741817361111,18.771794871794874
195,sandwich,qwen25_1b_standard,1910.5513679218777,3.545636718749999,8.607752989130391,0.9567844517346487,19775.95601851852
196,sandwich,llama31_8b_standard,2.466087838608846,8.518870833333335,5.879436274509804,11.855808181701384,19.502604166666668
197,sandwich,llama_30b_standard,3856.993367868803,10.953771078431373,2025.9493125000001,3.738811070749999,11507.172765625
198,truck,phi3mini_4k_instruct_q4,0.2482768845902767,1.0206346153846158,0.05653846153846156,0.5809875131631261,0.10528846153846154
199,truck,qwen25_7b_standard,0.07565157762914466,220.01792307692307,0.3238403846153846,0.31409336824280615,0.6546153846153846
200,truck,llava_7b_standard,0.4135001725057229,27.798268926282052,28.581451048951042,0.8254548601248903,0.5252442307692308
201,truck,qwen25_1b_standard,2059.8628911387177,594.213184388664,15.718980614769237,85351.57583429849,0.8137995141700405
202,truck,llama31_8b_standard,0.4478608713620904,2.1060696857142855,0.6098179947963801,0.5822724262622483,0.23804861538461547
203,truck,llama_30b_standard,1.173176351001832,36.49715132410867,15.437344019229403,0.9425126993876176,79.3055864957265
204,parking meter,phi3mini_4k_instruct_q4,,,,,
205,parking meter,qwen25_7b_standard,,,,,
206,parking meter,llava_7b_standard,,,,,
207,parking meter,qwen25_1b_standard,,,,,
208,parking meter,llama31_8b_standard,,,,,
209,parking meter,llama_30b_standard,,,,,
210,elephant,phi3mini_4k_instruct_q4,,,,,
211,elephant,qwen25_7b_standard,,,,,
212,elephant,llava_7b_standard,,,,,
213,elephant,qwen25_1b_standard,,,,,
214,elephant,llama31_8b_standard,,,,,
215,elephant,llama_30b_standard,,,,,
216,cake,phi3mini_4k_instruct_q4,12.32219142008,0.2578125,0.36875,0.7102717810624997,0.9765624999999998
217,cake,qwen25_7b_standard,10.061268199999997,0.6299999999999999,0.7063625,0.7978245978999999,0.5414062500000001
218,cake,llava_7b_standard,3.409725245054546,0.7561193658088237,1.0857804089821428,0.979932247796875,0.9018874999999997
219,cake,qwen25_1b_standard,1706.524350073502,0.548084375,0.6271466625,0.6003209344343748,4.955328806701387
220,cake,llama31_8b_standard,1.6543745960207445,0.42326671052631576,0.6809319852941177,0.45868205683,0.39236111111111094
221,cake,llama_30b_standard,159.45879666227546,2.1196601688619037,421.9828412290582,1.8260702537674998,224.0293269230769
222,dog,phi3mini_4k_instruct_q4,3.4377218084095995,0.7599829333333332,0.6123166666666666,0.5846156273731592,1.1598666666666666
223,dog,qwen25_7b_standard,0.9227006720179199,2.668,2.2217999999999996,2.9643585228799987,5.312749999999999
224,dog,llava_7b_standard,3.1181872514520617,1.4039187499999999,938733.7718787879,1.8959218855666664,1.4538235294117647
225,dog,qwen25_1b_standard,27.856760366363837,0.5598470666666667,0.9127263390103477,1.8333097534121703,6.942036666666667
226,dog,llama31_8b_standard,4.9310757928340205,0.5397453333333334,1234.8067327272727,0.741693585609112,1.580740740740741
227,dog,llama_30b_standard,9.296523514439109,2.91801408,0.9857336210580834,2.064007146453333,71.6992962962963
228,cow,phi3mini_4k_instruct_q4,2.6165536240211447,0.35844246031746035,0.8426562500000001,0.3130699910666668,3.5608878968253963
229,cow,qwen25_7b_standard,2.4180653113211448,0.3392857142857143,2.3612351190476195,0.5728416235384917,5.129092261904761
230,cow,llava_7b_standard,1.2043694041560014,0.4503801129426129,0.4114342468584656,0.4306555514380116,1.4680393391330893
231,cow,qwen25_1b_standard,30.440673184693015,14.091890347744359,0.8269386160714285,2.75491972806715,847.4135233630952
232,cow,llama31_8b_standard,2.028351715635088,1.8856511069340014,0.8910221726190477,0.4744398034590661,2.177827380952381
233,cow,llama_30b_standard,50.671122936563144,4.425747470238095,17.521918311666667,0.6903288115235698,1.2680697278911564
234,book,phi3mini_4k_instruct_q4,,,,,
235,book,qwen25_7b_standard,,,,,
236,book,llava_7b_standard,,,,,
237,book,qwen25_1b_standard,,,,,
238,book,llama31_8b_standard,,,,,
239,book,llama_30b_standard,,,,,
240,hot dog,phi3mini_4k_instruct_q4,0.8285244539677926,8.555324675324675,6.085714285714287,9.937478474112554,4.522233766233765
241,hot dog,qwen25_7b_standard,0.8737387359750649,3.12990303030303,0.38735168831168826,0.47258288935064907,3.781096103896103
242,hot dog,llava_7b_standard,762.3067325143809,14.869917130488558,10.98795794681509,16.677740148370923,109.28917748917748
243,hot dog,qwen25_1b_standard,5684.92472867242,63.985541125541125,282.22598095238095,9.106683493399519,37773.25870129869
244,hot dog,llama31_8b_standard,0.7549656431377815,9.98932640692641,5.256585688820984,8.027816581951166,4.712481385281384
245,hot dog,llama_30b_standard,3917.441595329129,18.05696844721039,59853.312990049,5.541818704103894,101755.09335272727
246,banana,phi3mini_4k_instruct_q4,1767.5102525154034,168.1740923737916,9.534479054779805,37.958264131062,516.862513426423
247,banana,qwen25_7b_standard,18625.462785113647,0.44083780880773366,45.27121374865736,11.875550285714287,927.0343716433938
248,banana,llava_7b_standard,60701.215907839534,19.384771452440628,66335269.53705694,21.4971418667884,6846.326649958228
249,banana,qwen25_1b_standard,503.8398988272437,13.900155532298218,1.5575179140708912,4.565348961643507,335.23877551020394
250,banana,llama31_8b_standard,25797.32439271804,0.6714944504117435,57.53231621911923,17.128477815753307,29924.37735315732
251,banana,llama_30b_standard,1056.2038879509432,45.088762191192274,46.38097024072788,25.260259623669313,23843.821085775653
252,TV,phi3mini_4k_instruct_q4,3.703213211738182,11.592943181818182,3.904867974747474,10.688835004688725,7.834911616161614
253,TV,qwen25_7b_standard,201.71840981163638,4.907190656565656,15.663131313131311,18.54827761890909,92.74999999999999
254,TV,llava_7b_standard,4496.425203036924,1.5483164983164988,2.807802044483294,10.168087843193472,5.493104118104117
255,TV,qwen25_1b_standard,5358.796097512467,1.9292118686868684,1.4453629599242426,8.574289355507426,4709.465662878787
256,TV,llama31_8b_standard,561.7861798330139,11.37223072833599,10.13273611641414,26.95840255670819,255.2691515151514
257,TV,llama_30b_standard,5510.003231578531,4.014968041526375,10.005292087542086,17.039223544974746,270.29410774410775
258,bird,phi3mini_4k_instruct_q4,55.89562401497601,3.9731250000000005,0.7348500000000001,1.4019322477395995,11.749999999999996
259,bird,qwen25_7b_standard,6.371290483200001,4.572731250000001,1.0012500000000002,0.5575616203600001,10.352499999999997
260,bird,llava_7b_standard,98.61866631065601,2.56916025,1059912310.9237144,4.910081615299999,50.06374999999999
261,bird,qwen25_1b_standard,56.13199516600186,5.9769275,2.163967870526316,2.121592880743578,128.88289473684208
262,bird,llama31_8b_standard,102.14674313282926,1.5114642857142857,9.6839,1.252899590046628,10.642499999999998
263,bird,llama_30b_standard,149.19028897624065,27.782138933333336,5.368992727181818,5.392711859713141,16.827923199999997
264,bottle,phi3mini_4k_instruct_q4,742.366701400982,122.27620967741932,141.99899193548384,73.86922461088709,43.44892473118281
265,bottle,qwen25_7b_standard,35.823318652903296,117.39717741935483,77.2090053763441,64.63635849462364,79.64516129032259
266,bottle,llava_7b_standard,12.898295936643203,70.3469982078853,54.66532258064516,9.518103527536706,283.02184139784947
267,bottle,qwen25_1b_standard,5343.0208096102715,31.693172043010755,35.70929346599126,13.985659907218926,18.860067204301078
268,bottle,llama31_8b_standard,100.65781546439968,113.06275201612902,83.73941756272403,93.77290940097721,133.26747311827958
269,bottle,llama_30b_standard,28923.64165333574,70.39414049019607,63.26783997469956,81.33998258135554,2069.9221617078333
270,horse,phi3mini_4k_instruct_q4,0.9809256316900006,2.04619921875,0.9565355624999998,0.3821227493694443,2.72296875
271,horse,qwen25_7b_standard,2.1201502048500003,0.8359375,1.2393663194444442,0.9964775801583332,1.7705078125
272,horse,llava_7b_standard,,,,,
273,horse,qwen25_1b_standard,8.15066386196419,1.0891172275802954,1179.415103029377,1.5476830454722057,0.5037636935763888
274,horse,llama31_8b_standard,3.1689882684596005,0.7293908420138889,15.862825179811507,0.6677015382624343,1.116649305555556
275,horse,llama_30b_standard,21.240876493969175,0.481479185253268,0.8553856088634673,5.5275251714126306,14.47865885416667
276,fork,phi3mini_4k_instruct_q4,5.474436799488015,119.85333333333332,4.355227777777778,93.77367425155553,5.888222222222224
277,fork,qwen25_7b_standard,114.62712358400026,91.1961111111111,52.12069444444444,47.17796815999999,450.38888888888897
278,fork,llava_7b_standard,10581.348805934571,277.242962962963,57.22963541666667,116.54331760106663,1202.12
279,fork,qwen25_1b_standard,2707.4532497434434,49.94311111111112,24.1045249122807,10.717575575554665,96.6941419067778
280,fork,llama31_8b_standard,57.88928405341062,509.777861925926,121.87453174603175,373.2821708833215,1154.7345679012346
281,fork,llama_30b_standard,14699.478811908652,62.99507723040936,58.60891506172839,56.85134633371604,16009223.123239223
282,laptop,phi3mini_4k_instruct_q4,13.789699452800022,51.886843832021,52.472431758530185,29.22125810574999,22.1251968503937
