,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
53,['metallic'],[],['steel'],[],[],"['red', 'white']","['cylindrical', 'octagon']",0.25,20.3,150.0,4.0,3.0,1.2,150.0,1500.0,6.0,6.0,1.5,150.0,1500.0,60.0,6.0,50.2,15000.0,150.0,500.0,500.0,200.0,0.0,-273.15,50.0,298.15,fire hydrant,qwen25_7b_standard
54,['metallic'],[],['steel'],"['fire station', 'parking lot', 'street']",[],"['red', 'yellow']","['cylindrical', 'octagon']",0.25,15.0,150.0,6.0,2.0,1.2,150.0,1500.0,6.0,6.0,2.0,150.0,1500.0,60.0,6.0,50.0,15000.0,150.0,150.0,500.0,200.0,0.0,15.0,50.0,273.15,fire hydrant,qwen25_7b_standard
55,['metallic'],[],[],['street'],[],"['red', 'yellow']","['cylindrical', 'octagon']",0.5,15.0,150.0,2.5,0.5,1.5,150.0,1500.0,6.0,6.0,1.5,150.0,1500.0,60.0,6.0,25.0,3500.0,150.0,200.0,200.0,200.0,,15.0,50.0,293.15,fire hydrant,qwen25_7b_standard
56,['metallic'],[],['steel'],"['park', 'schoolhouse', 'street']",[],"['black', 'red', 'yellow']","['cylindrical', 'octagon']",0.25,15.0,150.0,4.0,2.0,1.5,150.0,1500.0,6.0,6.0,1.5,150.0,1500.0,60.0,6.0,45.0,15000.0,150.0,50.0,500.0,200.0,0.0,15.0,50.0,293.15,fire hydrant,qwen25_7b_standard
57,['metallic'],[],['steel'],"['sidewalk', 'street']",[],"['blue', 'green', 'red', 'yellow']","['cylindrical', 'octagon']",0.25,25.4,150.0,4.0,1.0,1.5,150.0,1500.0,6.0,6.0,1.5,150.0,1500.0,6.0,6.0,50.2,30000.0,150.0,1024.0,,250.0,,15.0,50.0,293.15,fire hydrant,qwen25_7b_standard
58,['metallic'],[],['steel'],"['fire station', 'parking lot', 'street']",[],"['red', 'yellow']","['cylindrical', 'octagon']",0.5,15.0,250.0,4.0,0.5,1.5,150.0,1500.0,6.0,6.0,1.0,150.0,1500.0,6.0,6.0,45.3,30000.0,150.0,150.0,500.0,200.0,,-273.15,68.0,293.15,fire hydrant,qwen25_7b_standard
59,['metallic'],[],['steel'],['street'],[],['red'],"['cylindrical', 'octagon']",0.5,15.0,150.0,6.0,0.5,1.2,150.0,1500.0,6.0,6.0,1.5,150.0,1500.0,60.0,6.0,50.2,15000.0,300.5,80.0,200.0,200.0,,15.0,50.0,293.15,fire hydrant,qwen25_7b_standard
60,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']","['forest', 'mountain', 'ski resort']",[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",['cylindrical'],0.15,70.5,120.5,8.5,2.5,0.3,120.5,105.0,1.5,1.0,2.0,200.0,200.0,120.0,10.5,5.0,2000.0,2.5,120.0,150.0,150.0,150.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
61,"['grooved', 'ribbed', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",['v-shaped'],0.12,75.0,120.5,2.5,2.5,0.3,100.5,100.5,1.5,1.5,2.5,200.0,200.0,180.0,10.5,5.0,3000.0,5.0,150.0,200.0,200.0,50.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
62,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']","['forest', 'mountain', 'ski resort']",[],"['black', 'blue', 'green', 'red', 'silver', 'white', 'yellow']",[],0.15,70.5,105.0,3.0,2.5,0.3,120.0,120.0,1.5,1.5,2.5,200.0,200.0,120.0,10.5,5.0,350.0,5.0,24.5,150.0,200.0,50.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
63,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['ski slope'],[],['blue'],[],0.15,70.5,70.0,2.5,2.5,0.25,105.0,120.5,1.5,1.5,3.0,200.0,200.0,120.0,6.5,5.0,1500.0,5.0,32.0,200.0,50.0,250.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
64,['smooth'],[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'orange', 'pink', 'red', 'white', 'yellow']",[],0.1,70.5,70.0,2.5,2.5,0.3,100.0,120.0,1.5,1.5,2.5,200.0,200.0,120.0,10.5,5.0,2000.0,5.0,36.0,200.0,150.0,200.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
65,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",[],[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",['rectangle'],0.15,80.5,120.0,3.0,3.0,0.3,120.5,120.5,1.5,1.0,2.5,200.0,200.0,120.0,6.5,5.0,3000.0,5.5,20.5,200.0,150.0,200.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
66,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'orange', 'red', 'silver', 'white', 'yellow']","['cylindrical', 'rectangle']",0.12,70.5,70.0,3.0,2.5,0.3,100.0,120.5,1.5,1.5,2.5,200.0,200.0,150.0,12.0,3.5,500.0,5.0,32.0,200.0,50.0,250.0,-5.0,-4.0,273.15,skis,qwen25_7b_standard
67,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white', 'yellow']",[],0.15,70.5,100.5,8.0,2.5,0.15,120.5,120.0,1.5,1.5,2.5,200.0,200.0,120.0,8.0,5.0,1500.0,5.0,10.5,200.0,150.0,200.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
68,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['ski slope'],[],"['blue', 'green', 'red', 'white', 'yellow']",[],0.15,70.5,70.0,2.5,2.5,0.1,120.5,120.0,1.5,1.0,2.5,200.0,200.0,200.0,12.0,5.0,500.0,5.5,80.0,200.0,150.0,150.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
69,[],[],"['metal', 'plastic', 'wood']",['ski slope'],[],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white', 'yellow']",[],0.15,75.0,105.0,2.5,2.5,0.3,120.5,120.5,1.5,1.0,2.5,210.0,200.0,180.0,10.5,5.0,350.0,5.0,50.0,200.0,150.0,200.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
70,"['grooved', 'metallic', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],[],[],0.15,70.5,105.0,8.5,2.5,0.3,10.5,120.0,1.5,1.0,2.5,210.0,200.0,120.0,10.5,5.0,500.0,5.0,32.0,150.0,150.0,150.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
71,[],[],"['metal', 'plastic', 'wood']",['ski slope'],[],['blue'],['cylindrical'],0.15,70.5,70.5,3.5,2.5,0.15,10.5,120.0,1.5,1.5,2.5,200.0,200.0,120.0,10.5,5.0,500.0,3.5,8.5,200.0,50.0,150.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
72,['ribbed'],[],"['metal', 'plastic', 'wood']",['mountain'],[],,[],0.15,80.5,120.5,7.5,2.5,0.3,120.0,120.0,1.5,1.5,2.5,200.0,200.0,120.0,8.0,5.0,2500.0,5.5,120.0,150.0,150.0,150.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
73,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",[],0.15,70.5,75.0,3.0,2.5,0.3,105.2,120.5,1.0,1.5,2.5,200.0,200.0,150.0,10.5,5.0,500.0,5.5,64.0,200.0,150.0,50.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
74,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'red', 'silver', 'white', 'yellow']",[],0.12,70.5,70.0,3.5,2.5,0.25,120.5,120.5,1.5,1.5,2.5,210.0,200.0,150.0,6.5,5.0,3000.0,5.0,20.5,150.0,150.0,100.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
75,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'red', 'silver', 'white', 'yellow']",[],0.15,70.5,120.5,3.0,2.5,0.3,120.5,120.0,1.5,1.5,3.5,200.0,200.0,120.0,6.5,5.0,500.0,5.0,80.0,200.0,150.0,0.5,-5.0,32.0,273.15,skis,qwen25_7b_standard
76,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",[],0.15,70.5,70.0,3.0,2.5,0.3,120.5,120.5,1.5,1.5,2.0,200.0,200.0,120.0,6.5,5.0,1200.0,5.5,24.5,200.0,150.0,250.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
77,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['ski slope'],[],['blue'],[],0.15,75.0,80.5,3.5,2.5,0.3,105.0,120.5,1.5,1.5,2.5,210.0,210.0,150.0,6.5,5.0,2000.0,5.0,32.0,200.0,50.0,100.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
78,['grooved'],[],"['metal', 'plastic', 'wood']",[],[],,[],0.15,70.5,70.0,3.0,2.5,0.3,105.0,120.5,1.0,1.5,3.0,200.0,200.0,120.0,12.5,5.0,2500.0,5.0,32.15,200.0,150.0,50.0,-5.0,32.0,273.15,skis,qwen25_7b_standard
79,"['grooved', 'smooth']",[],"['metal', 'plastic', 'wood']",['mountain'],[],['red'],[],0.15,75.0,100.5,8.5,2.5,0.25,120.5,100.5,1.5,1.0,2.5,200.0,200.0,120.0,10.5,5.0,1500.0,5.5,24.5,200.0,150.0,50.0,-5.0,-5.0,273.15,skis,qwen25_7b_standard
