,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
50,[],[],"['aluminium', 'metal', 'plastic', 'steel']","['industrial area', 'sidewalk', 'street']",['public'],"['black', 'red']","['cylinder', 'oval', 'rectangle', 'round']",0.23,30.5,650.0,12.0,1.5,0.839,65.0,1000.0,24.5,5.47,0.67,80.5,760.0,40.0,10.5,65.0,1200.0,15.0,,78.59,25.0,30.75,15.6,70.0,273.15,fire hydrant,qwen25_1b_standard
51,[],[],"['aluminium', 'steel']",['park'],[],[],"['round', 'square']",0.5,60.5,500.0,6.0,3.5,1.5,120.0,1000.0,40.0,8.5,1.5,120.0,400.0,18.5,4.5,10.5,2500.0,10.5,5.0,235.0,20.5,10.0,15.6,80.0,306.9,fire hydrant,qwen25_1b_standard
52,['metallic'],[],"['concrete', 'metal', 'plastic']",['gymnasium'],[],"['black', 'blue', 'green', 'red']","['rectangle', 'round']",0.567,130.0,106.0,13.5,3.5,0.9,30.5,300.0,15.0,1.54,1.5,75.0,600.0,24.0,60.0,30.85,1800.0,40.875,10.0,50.0,50.24,12.0,18.0,70.0,304.15,fire hydrant,qwen25_1b_standard
53,['metallic'],[],"['aluminium', 'metal', 'plastic', 'wood']","['park', 'schoolhouse']",[],"['black', 'blue', 'grey', 'red', 'silver']","['rectangle', 'round']",0.5833333333333334,40.5,450.0,16.0,1.5,1.05,80.0,1080.0,24.0,8.0,0.6,60.0,1049.6,64.0,10.5,20.5,2500.0,10.5,,350.74,0.52,5.0,15.0,10.0,273.15,fire hydrant,qwen25_1b_standard
54,['metallic'],[],"['aluminium', 'steel']","['driveway', 'industrial area', 'park', 'sidewalk']",['public'],"['blue', 'green', 'red']","['oval', 'rectangle']",0.35,75.0,300.0,60.5,1.5,1.2,100.5,400.0,20.5,14.5,0.85,735.0,800.0,24.0,15.0,30.5,2500.0,10.5,12.0,20.58,20.5,3.0,15.0,60.0,273.15,fire hydrant,qwen25_1b_standard
55,"['metallic', 'smooth']",[],"['aluminium', 'fiberglass', 'plastic', 'steel']",[],"['private', 'public']","['black', 'blue', 'green', 'red']",['round'],1.5,30.5,50.2,10.5,1.5,0.9,120.0,18.0,15.0,10.5,0.64,20.5,800.0,18.0,20.0,20.0,1400.0,15.46,8.0,50.0,25.0,14.97,23.5,70.0,273.15,fire hydrant,qwen25_1b_standard
56,[],[],"['aluminium', 'plastic', 'steel']","['backyard', 'industrial area', 'plaza', 'street']",[],"['blue', 'green', 'red']","['oval', 'round']",0.5,150.0,320.0,10.0,2.5,1.5,120.0,203.0,20.3,10.5,0.75,76.2,305.4,27.0,4.5,56.4,1250.0,20.5,350.0,30.94,50.89,4.0,15.0,70.0,273.15,fire hydrant,qwen25_1b_standard
57,[],[],"['aluminium', 'metal', 'plastic', 'steel']",['village'],[],['red'],"['cylindrical', 'round']",0.25,450.0,305.7,27.94,2.0,0.9,60.0,140.0,20.0,10.5,1.25,105.72,120.5,12.0,24.5,24.5,500.0,12.0,12.0,29.5,15.0,50.87,5.6,60.15,273.15,fire hydrant,qwen25_1b_standard
58,[],[],"['aluminium', 'metal', 'plastic', 'stone']",['park'],['public'],[],"['rectangle', 'round']",0.5,30.5,50.0,12.0,3.5,0.5,54.0,295.6,48.0,6.0,0.6,50.0,630.0,12.5,1.5,10.5,1250.0,30.5,20.5,50.98,18.4,60.12,20.0,70.0,298.15,fire hydrant,qwen25_1b_standard
59,[],[],"['concrete', 'metal', 'plastic']",['industrial area'],[],"['blue', 'green', 'red']","['round', 'square']",0.85,40.5,400.0,16.0,1.5,1.5,215.0,0.5,18.0,4.5,0.5,105.0,300.0,16.0,5.0,25.0,3000.0,10.75,16.0,50.24,250.0,5.0,20.5,70.0,273.15,fire hydrant,qwen25_1b_standard
60,['metallic'],[],"['metal', 'plastic', 'wood']",['mountain'],[],[],"['oval', 'rectangle']",0.15,25.0,30.0,3.5,1.5,0.1,65.0,250.0,1.56,13.0,0.125,,625.0,24.0,2.54,0.6,250.0,3.0,560.0,120.0,150.0,3.5,0.0,32.0,10.5,skis,qwen25_1b_standard
61,['metallic'],[],"['metal', 'plastic', 'wood']",['park'],[],"['black', 'green', 'grey', 'red', 'seal brown']",[],3.5,30.0,240.0,2.54,3.0,1.25,15.0,125.0,8.75,1.35,0.15,150.0,120.0,12.5,30.0,2.5,4000.0,2.5,8.0,150.0,120.5,3.5,0.0,32.0,273.15,skis,qwen25_1b_standard
62,[],[],"['metal', 'plastic', 'wood']",[],[],"['black', 'red', 'seal brown', 'white']","['l-shaped', 'v-shaped']",0.15,45.0,35.0,3.5,1.5,1.0,85.0,150.0,4.25,8.0,0.12,80.0,205.0,12.0,12.0,1.5,500.0,1.5,25.4,50.96,20.5,4.5,0.0,15.0,273.15,skis,qwen25_1b_standard
63,['woven'],[],"['metal', 'plastic', 'wood']","['mountain', 'ski resort']",[],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white']",['christian cross'],0.15,30.0,40.5,4.0,2.54,0.1,78.0,100.0,10.5,12.0,0.245,60.0,200.0,12.0,3.0,2.5,450.0,3.5,4.0,20.5,150.0,1.5,5.0,10.0,5.0,skis,qwen25_1b_standard
64,[],[],"['metal', 'plastic', 'wood']","['lake', 'mountain', 'ski resort']",[],[],"['t-shaped', 'v-shaped']",0.15,25.0,25.0,3.0,0.25,0.15,104.5,45.0,4.5,3.0,0.15,80.0,40.5,29.5,12.5,2.5,2000.0,3.5,2.5,10.5,20.5,4.5,5.0,15.6,0.0,skis,qwen25_1b_standard
65,['metallic'],[],"['metal', 'plastic', 'wood']",['mountain'],[],[],['rectangle'],0.25,25.0,30.5,3.5,3.5,2.0,28.0,30.5,4.5,4.5,0.18,70.0,50.0,10.5,3.45,15.0,1500.0,2.5,3.5,120.56,25.0,3.0,15.0,15.0,273.15,skis,qwen25_1b_standard
66,['metallic'],[],"['metal', 'plastic', 'wood']","['mountain', 'park', 'ski slope']",[],"['black', 'blue', 'green', 'red', 'seal brown']",[],0.24,30.0,140.0,1.5,1.5,2.0,40.5,700.0,23.0,0.25,0.125,120.0,250.0,24.0,0.25,1.5,350.0,1.2,3.5,200.5,20.5,2.5,0.0,20.0,273.15,skis,qwen25_1b_standard
67,['metallic'],[],"['metal', 'plastic', 'wood']",['park'],[],[],"['oval', 'rectangle']",0.15,35.0,24.5,3.5,2.0,1.5,75.0,100.0,12.5,3.5,0.15,83.0,250.0,3.75,10.5,1.5,1000.0,5.0,2.0,50.0,50.0,2.5,10.5,15.0,300.15,skis,qwen25_1b_standard
68,['metallic'],[],"['metal', 'plastic', 'wood']","['mountain', 'ski resort']",[],"['black', 'blue', 'green', 'red', 'seal brown']",['square'],0.1385,20.5,24.9,2.5,4.0,0.125,75.0,60.0,2.54,13.0,0.125,75.0,150.0,1.5,2.54,4.5,2050.0,4.0,4.5,10.5,15.0,1.25,5.0,20.0,5.0,skis,qwen25_1b_standard
69,[],[],"['metal', 'plastic', 'wood']","['ice skating rink', 'mountain']",['fashionable'],"['black', 'blue', 'green', 'red', 'white']",['v-shaped'],0.15,30.5,120.0,2.54,0.15,0.12,38.0,204.5,12.0,2.5,0.15,60.0,40.0,4.25,23.0,5.0,1500.0,2.5,3.5,50.0,10.5,0.5,0.0,32.0,273.15,skis,qwen25_1b_standard
70,['metallic'],[],"['metal', 'plastic', 'wood']",['mountain'],[],"['black', 'blue', 'red', 'seal brown', 'white']",[],0.1,20.5,125.0,4.0,0.75,2.5,60.0,205.0,8.5,3.5,0.125,180.0,150.0,20.5,2.0,1.5,1500.0,3.0,4.0,150.0,120.54,1.5,0.0,15.0,273.15,skis,qwen25_1b_standard
71,['metallic'],[],"['metal', 'plastic', 'wood']","['mountain', 'ski slope']",[],"['black', 'blue', 'green', 'grey', 'seal brown', 'white']","['oval', 'rectangle', 'trapezoid', 'triangle']",0.25,25.0,105.0,3.5,2.5,2.5,150.0,250.0,3.5,12.0,0.15,250.0,60.0,10.5,2.0,3.2,1050.0,0.25,3.0,100.5,30.5,4.5,0.0,32.0,273.15,skis,qwen25_1b_standard
72,['metallic'],[],"['metal', 'plastic', 'wood']","['mountain', 'ski resort']",[],"['black', 'blue', 'red', 'seal brown', 'white']",[],0.25,25.0,23.5,1.2,2.5,2.0,150.0,150.0,20.5,10.0,0.15,10.5,450.0,10.5,10.0,5.0,300.0,1.5,2.5,85.0,350.0,15.0,0.0,15.0,15.0,skis,qwen25_1b_standard
73,['metallic'],[],"['metal', 'plastic', 'wood']","['mountain', 'park', 'ski resort']",[],"['black', 'blue', 'green', 'red', 'seal brown']",['hexagon'],15.0,30.0,30.5,3.5,3.0,0.25,30.0,130.0,4.0,3.0,0.15,20.5,850.0,10.5,13.0,0.7,1500.0,5.0,5.0,150.0,20.45,1.5,0.0,10.0,273.15,skis,qwen25_1b_standard
