,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
10,['soft'],[],['leather'],"['field', 'home', 'stadium', 'store']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'white', 'yellow']","['oval', 'rectangle', 'u-shape', 'v-shaped']",0.11,122.5,126.0,12.0,2.5,0.08,34.0,120.0,11.5,2.5,0.6,112.0,125.0,12.0,2.5,1.0,900.0,12.5,12.0,120.0,95.0,1.5,,65.0,298.15,baseball glove,phi3mini_4k_instruct_q4
11,"['smooth', 'soft']",[],[],"['home', 'museum', 'stadium', 'store']",[],"['black', 'blue', 'green', 'red', 'white', 'yellow']","['cylinder', 'oval', 'rectangle']",0.62,45.0,118.5,11.5,2.5,0.27,38.5,128.0,11.5,2.5,0.62,110.0,127.5,11.5,2.5,1.2,800.0,12.3,14.0,120.0,65.0,0.5,25.0,65.0,298.15,baseball glove,phi3mini_4k_instruct_q4
12,[],[],"['leather', 'nylon', 'polyester']","['baseball field', 'home', 'museum', 'store']",[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['conical', 'cylinder', 'oval', 'rectangle', 'torus']",0.33,47.5,125.0,11.5,2.5,0.095,35.0,127.0,11.5,0.5,0.75,38.5,110.0,12.0,3.0,0.8,500.0,10.5,14.0,50.0,80.0,1.5,25.0,65.0,298.15,baseball glove,phi3mini_4k_instruct_q4
13,[],[],"['leather', 'nylon']","['baseball field', 'home', 'room', 'store']",[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['oval', 'rectangle']",0.32,47.5,148.0,12.0,2.5,0.29,34.0,125.0,11.5,0.5,0.65,34.0,118.5,11.5,2.5,0.7,1000.0,10.5,14.5,120.0,80.0,1.5,25.0,,293.15,baseball glove,phi3mini_4k_instruct_q4
14,[],[],[],"['baseball field', 'home', 'schoolhouse', 'shop', 'store']",[],"['beige', 'black', 'blue', 'green', 'red', 'seal brown', 'white']","['oval', 'rectangle', 'v-shaped']",0.54,45.0,120.0,11.75,2.5,0.27,38.0,128.0,11.8,2.5,0.7,102.5,127.0,11.6,2.5,0.5,500.0,10.5,14.5,100.0,80.0,,25.0,65.0,295.377,baseball glove,phi3mini_4k_instruct_q4
15,"['fibrous', 'smooth']",[],"['cork', 'leather']","['arena', 'baseball field', 'gym', 'museum', 'store']",[],"['black', 'blue', 'grey', 'navy blue', 'red', 'seal brown', 'white']","['conical', 'cylindrical', 'oval', 'rectangle']",0.52,45.0,127.0,11.5,2.5,0.08,39.0,128.0,12.0,2.5,0.7,105.5,123.0,11.75,2.5,0.8,500.0,10.5,14.0,85.0,120.0,1.5,22.0,70.0,298.15,baseball glove,phi3mini_4k_instruct_q4
16,[],[],"['leather', 'nylon']","['baseball field', 'gym', 'museum', 'stadium', 'store']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'white', 'yellow']","['cone', 'cylinder', 'oval', 'rectangle']",0.32,115.0,128.0,11.75,2.5,0.29,36.5,130.0,11.8,2.5,0.27,38.5,127.5,12.0,2.5,1.2,600.0,10.5,14.0,89.99,120.0,2.2,25.0,65.0,298.15,baseball glove,phi3mini_4k_instruct_q4
17,['smooth'],[],['leather'],"['home', 'stadium', 'store']",[],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white', 'yellow']","['oval', 'rectangle', 'u-shape', 'v-shaped']",0.52,122.0,127.0,12.0,2.5,0.082,48.0,120.0,12.0,2.5,0.6,39.5,120.0,12.0,3.5,1.2,600.0,10.5,14.0,120.0,90.0,,20.0,65.0,293.15,baseball glove,phi3mini_4k_instruct_q4
18,[],[],[],"['baseball field', 'home', 'store']",['personal'],"['black', 'blue', 'green', 'red', 'white', 'yellow']","['oval', 'rectangle']",0.11,45.0,123.0,11.5,2.5,0.05,35.0,117.0,11.5,0.5,0.75,37.5,127.0,11.5,2.5,1.2,700.0,12.0,14.0,50.0,120.0,2.5,,65.0,298.15,baseball glove,phi3mini_4k_instruct_q4
19,['smooth'],[],[],"['stadium', 'store']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'white', 'yellow']","['conical', 'cylindrical', 'oval', 'rectangle']",0.085,45.0,120.0,11.5,2.5,0.08,35.0,125.0,11.5,3.0,0.6,38.3,127.0,12.0,2.75,0.8,950.0,10.5,14.0,120.0,120.0,2.5,20.0,65.0,298.15,baseball glove,phi3mini_4k_instruct_q4
20,['smooth'],[],[],[],[],[],"['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.8333,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.23,140.0,0.5,4.0,0.0,0.95,0.01,,68.0,293.15,frisbee,phi3mini_4k_instruct_q4
21,['smooth'],[],[],[],"['decorative', 'playful']","['black', 'blue', 'green', 'orange', 'pink', 'red', 'white', 'yellow']","['circle', 'cylinder']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.33,140.0,0.5,5.4,0.0,0.5,0.23,20.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
22,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']",[],0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.13,130.0,0.3,1.0,5.0,0.5,0.11,25.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
23,"['porous', 'smooth']",[],[],[],[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circle', 'cylinder', 'disk']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,254.0,10.0,0.33,0.05,130.0,1.2,4.2,1.5,0.5,0.5,20.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
24,['smooth'],[],[],"['backyard', 'beach', 'field', 'lawn', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'multicoloured', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'disk']",0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,254.0,10.0,0.33,0.11,150.0,0.1,10.0,5.0,0.5,0.23,,68.0,295.15,frisbee,phi3mini_4k_instruct_q4
25,['smooth'],[],[],"['backyard', 'beach', 'field', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'multicoloured', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['annulus', 'circle', 'ellipse']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.1,100.0,1.5,4.4,0.0,0.5,0.5,,68.0,293.15,frisbee,phi3mini_4k_instruct_q4
26,"['matted', 'smooth']",[],[],"['backyard', 'beach', 'forest', 'lake', 'mountain', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'multicolored', 'orange', 'purple', 'red', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.25,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.23,150.0,1.2,4.5,0.0,0.5,0.002,25.0,70.0,293.15,frisbee,phi3mini_4k_instruct_q4
27,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'multicolored', 'red', 'white', 'yellow']","['circle', 'ellipse', 'rhombus']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.4,100.0,0.11,4.5,0.0,0.5,0.1,25.0,70.0,293.15,frisbee,phi3mini_4k_instruct_q4
28,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'multicolored', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'transparent', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.1,170.0,0.23,4.4,0.0,0.5,0.2,20.0,68.0,293.15,frisbee,phi3mini_4k_instruct_q4
29,"['glossy', 'smooth']",[],[],"['backyard', 'beach', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'multicolored', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circle', 'sphere']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.12,100.0,0.1,4.2,5.0,2.5,0.23,20.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
30,['smooth'],[],[],"['beach', 'field', 'lake', 'mountain', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'multicolored', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.25,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,140.0,1.4,4.2,1.5,2.5,0.05,20.0,70.0,293.15,frisbee,phi3mini_4k_instruct_q4
31,['smooth'],[],[],"['amusement park', 'backyard', 'basketball court', 'beach', 'golf course', 'park', 'stadium']",[],"['black', 'blue', 'green', 'multicolored', 'orange', 'pink', 'red', 'white', 'yellow']","['annulus', 'circle']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.3,120.0,1.0,4.5,0.0,2.5,0.5,,68.0,293.15,frisbee,phi3mini_4k_instruct_q4
32,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.25,0.17,150.0,1.4,4.4,2.5,0.5,0.11,20.0,75.0,293.15,frisbee,phi3mini_4k_instruct_q4
33,"['glossy', 'smooth']",[],[],[],[],"['black', 'blue', 'green', 'multicolored', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.12,100.0,1.2,4.0,,0.5,0.23,25.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
34,"['glossy', 'smooth']",[],[],"['backyard', 'beach', 'campus', 'field', 'lake', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'seal brown', 'white', 'yellow']","['circle', 'disk', 'oval', 'rhombus']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.27,120.0,1.0,6.0,0.0,1.5,0.23,25.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
35,"['glossy', 'smooth']",[],[],[],[],"['black', 'blue', 'green', 'multicolored', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,254.0,10.0,0.33,0.35,170.0,0.5,4.5,1.0,0.5,0.21,25.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
36,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'or', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.1,150.0,0.5,4.5,0.0,0.5,0.23,25.0,65.0,298.15,frisbee,phi3mini_4k_instruct_q4
37,"['glossy', 'matted', 'smooth']",[],[],"['backyard', 'beach', 'field', 'forest', 'lawn', 'park', 'playground', 'stadium']",[],"['black', 'blue', 'green', 'multicolored', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circle', 'ellipse']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.35,150.0,0.4,4.2,0.0,2.5,0.11,25.0,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
38,"['rubbery', 'smooth']",[],[],[],[],"['black', 'blue', 'green', 'multicolored', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['annulus', 'circular', 'disk']",0.25,25.4,257.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.23,150.0,0.3,5.5,0.0,0.5,0.25,25.0,65.0,295.15,frisbee,phi3mini_4k_instruct_q4
39,['smooth'],[],[],"['backyard', 'beach', 'field', 'forest', 'lake', 'mountain', 'park', 'playground', 'schoolhouse', 'stadium']",[],"['black', 'blue', 'green', 'multicoloured', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']",['circle'],0.25,25.4,257.0,10.0,0.33,0.25,25.4,254.0,10.0,0.33,0.25,25.4,250.0,10.0,0.33,0.1,150.0,0.23,4.0,0.0,0.5,0.23,,65.0,293.15,frisbee,phi3mini_4k_instruct_q4
40,"['rough', 'smooth']",[],"['concrete', 'steel']",[],[],"['green', 'red', 'yellow']","['cone', 'cylinder', 'hemisphere']",0.65,36.0,300.0,24.0,2.5,0.9,120.0,2400.0,24.0,7.5,0.45,36.0,200.0,24.8,2.5,50.0,1200.0,80.0,100.0,,,,0.0,59.9,298.15,fire hydrant,phi3mini_4k_instruct_q4
41,"['metallic', 'rough', 'smooth']",[],"['aluminium', 'steel']","['highway', 'hospital', 'park', 'schoolhouse', 'street']",[],"['blue', 'red', 'white', 'yellow']","['cylinder', 'octagon', 'rectangle']",0.65,92.0,200.0,24.0,2.5,1.0,120.0,3300.0,24.0,7.5,0.85,45.0,300.0,24.0,2.5,300.0,1000.0,500.0,130.0,,1000.0,,15.5,59.0,295.25,fire hydrant,phi3mini_4k_instruct_q4
42,"['metallic', 'rough']",[],['steel'],"['highway', 'industrial area', 'parking lot', 'residential neighborhood', 'schoolhouse', 'street']",['public'],"['orange', 'red', 'yellow']","['circle', 'cone', 'cylinder', 'octagon', 'rectangle']",0.75,75.0,200.0,24.0,2.5,0.9,120.0,3000.0,24.0,7.5,0.6,45.0,300.0,24.0,2.5,350.0,1500.0,50.0,80.0,500.0,,0.0,10.5,45.37,295.15,fire hydrant,phi3mini_4k_instruct_q4
43,"['matted', 'metallic', 'rough']",[],"['aluminium', 'steel']",[],[],['red'],"['circular', 'cylinder', 'octagon', 'prism', 'rectangle']",0.85,60.0,200.0,24.0,2.5,0.9,120.0,3300.0,24.0,7.5,0.9,45.0,300.0,24.0,2.5,130.0,2200.0,75.0,120.0,2000.0,0.0,0.0,10.5,50.0,295.25,fire hydrant,phi3mini_4k_instruct_q4
44,"['metallic', 'rough']",[],[],"['airfield', 'highway', 'park', 'residential neighborhood', 'street']",[],"['orange', 'red', 'yellow']","['cone', 'cylinder', 'hemisphere', 'torus']",0.85,75.0,300.0,24.0,2.5,0.65,120.0,1100.0,24.0,7.5,0.65,91.44,338.89,24.0,2.5,225.0,1100.0,50.0,80.0,1400.0,500.0,,15.5,57.2,295.15,fire hydrant,phi3mini_4k_instruct_q4
45,"['metallic', 'rough', 'smooth']",[],[],"['park', 'residential neighborhood', 'schoolhouse', 'street']","['functional', 'sturdy']","['black', 'or', 'red', 'white', 'yellow']","['circular', 'conical', 'cylinder', 'cylindrical']",0.85,90.0,300.0,24.0,2.5,1.0,1.05,300.0,24.0,7.5,0.45,38.0,338.89,24.0,2.5,35.0,2000.0,85.0,45.0,750.0,0.0,0.0,15.5,50.0,298.15,fire hydrant,phi3mini_4k_instruct_q4
46,"['metallic', 'rough', 'smooth']",[],[],[],[],"['blue', 'orange', 'red', 'yellow']","['circle', 'cylinder', 'rectangle']",0.8,75.0,300.0,24.0,2.5,1.0,120.0,3000.0,24.0,6.5,0.65,60.0,338.89,24.0,2.5,100.0,4500.0,400.0,450.0,,1500.0,,10.5,60.0,298.15,fire hydrant,phi3mini_4k_instruct_q4
47,"['metallic', 'rough']",[],[],[],[],"['red', 'yellow']","['circle', 'cylinder', 'rectangle']",0.9,90.0,200.0,24.0,2.5,1.0,120.0,1100.0,36.0,7.5,0.6,45.0,300.0,24.0,2.5,300.0,2500.0,50.0,500.0,,,,10.5,50.0,298.15,fire hydrant,phi3mini_4k_instruct_q4
48,"['matted', 'metallic', 'smooth']",[],"['aluminium', 'steel']","['airfield', 'hospital', 'parking lot', 'schoolhouse', 'street', 'train station']",[],"['blue', 'green', 'red', 'yellow']","['circle', 'cylinder', 'rectangle']",0.9,30.0,200.0,24.0,2.5,0.65,110.0,1100.0,24.0,7.5,0.65,110.0,230.0,24.0,2.5,85.0,2500.0,90.0,80.0,300.0,0.0,0.0,25.0,65.2,293.15,fire hydrant,phi3mini_4k_instruct_q4
49,"['metallic', 'rough', 'smooth']",[],[],"['airfield', 'hospital', 'park', 'schoolhouse', 'street']",[],"['blue', 'orange', 'red', 'yellow']","['cone', 'cylinder', 'hemisphere', 'prism', 'rectangle']",0.85,85.0,200.0,24.0,2.5,0.9,90.0,1500.0,24.0,7.5,0.65,91.44,250.0,24.0,2.5,225.0,1200.0,35.0,300.0,1500.0,1000.0,,15.0,45.0,295.25,fire hydrant,phi3mini_4k_instruct_q4
50,"['metallic', 'rough', 'smooth']",[],"['concrete', 'plastic', 'steel']","['hospital', 'hotel', 'park', 'schoolhouse', 'street']",['public'],"['red', 'silver']","['cone', 'cylindrical', 'octagon', 'rectangle']",0.85,75.0,200.0,24.0,2.5,1.0,120.0,2000.0,24.0,7.5,0.65,30.0,300.0,24.0,2.5,90.0,10000.0,110.0,400.0,300.0,,,0.0,45.37,295.37,fire hydrant,phi3mini_4k_instruct_q4
51,"['matted', 'metallic', 'smooth']",[],"['aluminium', 'concrete', 'steel']","['industrial area', 'park', 'sidewalk', 'street']",[],"['red', 'white', 'yellow']","['circle', 'cone', 'cylinder', 'rectangle']",0.75,85.0,300.0,24.0,2.5,0.9,90.0,1100.0,24.0,7.5,0.45,91.44,300.0,24.0,2.5,340.0,5000.0,80.0,120.0,,1000.0,0.0,15.0,59.0,295.25,fire hydrant,phi3mini_4k_instruct_q4
52,"['metallic', 'rough', 'smooth']",[],[],"['airfield', 'hospital', 'industrial area', 'parking lot', 'residential neighborhood', 'schoolhouse', 'street', 'train station']",[],"['blue', 'red', 'yellow']","['cone', 'cylinder', 'prism', 'rectangle']",0.9,90.0,300.0,24.0,2.5,1.0,120.0,3000.0,24.0,7.5,0.45,30.0,300.0,24.0,2.5,250.0,1800.0,500.0,80.0,300.0,1000.0,,,32.0,298.15,fire hydrant,phi3mini_4k_instruct_q4
53,"['metallic', 'rough', 'smooth']",[],"['concrete', 'steel']",[],['public'],"['black', 'red']","['circular', 'cone', 'cylinder']",0.75,75.0,300.0,24.0,2.5,1.0,1.05,3000.0,24.0,6.5,0.45,90.0,338.89,24.0,2.5,500.0,8000.0,80.0,120.0,,500.0,,,50.0,293.15,fire hydrant,phi3mini_4k_instruct_q4
54,['matted'],[],"['plastic', 'steel']","['industrial area', 'park', 'residential neighborhood', 'schoolhouse', 'street']",['public'],"['red', 'white', 'yellow']","['cylinder', 'octagon', 'rectangle']",0.8,90.0,200.0,24.0,2.5,1.0,120.0,3300.0,24.0,7.5,0.62,60.0,338.89,24.0,2.5,500.0,3000.0,50.0,120.0,0.0,1000.0,,15.0,45.3,295.25,fire hydrant,phi3mini_4k_instruct_q4
55,"['metallic', 'rough']",[],"['aluminium', 'steel']","['park', 'street']",[],"['blue', 'red', 'silver', 'yellow']","['circle', 'cylinder', 'rectangle']",0.5,75.0,300.0,24.0,2.5,1.0,60.0,1500.0,24.0,7.5,0.85,45.0,200.0,24.0,2.5,130.0,2500.0,80.0,100.0,0.0,,0.0,,55.4,295.15,fire hydrant,phi3mini_4k_instruct_q4
56,"['matted', 'metallic', 'rough']",[],"['aluminium', 'steel']","['hospital', 'park', 'residential neighborhood', 'schoolhouse', 'street']",[],"['red', 'silver', 'white', 'yellow']","['cylinder', 'hemisphere', 'rectangle']",0.65,75.0,300.0,24.0,2.5,0.9,91.0,2000.0,48.0,7.5,0.45,60.0,250.0,24.0,2.5,145.0,1200.0,100.0,100.0,,0.0,0.0,15.5,59.0,298.15,fire hydrant,phi3mini_4k_instruct_q4
57,"['metallic', 'rough', 'smooth']",[],"['plastic', 'steel']",[],[],"['blue', 'green', 'red', 'yellow']","['circle', 'cone', 'cylinder', 'rectangle']",0.8,80.0,300.0,24.0,2.5,0.9,1.05,3300.0,48.0,7.5,0.45,90.0,300.0,24.0,2.5,135.0,1200.0,80.0,100.0,0.0,500.0,,15.5,61.0,295.2,fire hydrant,phi3mini_4k_instruct_q4
58,"['metallic', 'rough', 'smooth']",[],[],"['highway', 'parking lot', 'residential neighborhood', 'road', 'street']","['protective', 'public']","['blue', 'red', 'yellow']","['circular', 'cylinder', 'rectangle']",0.75,75.0,300.0,24.0,2.5,0.45,120.0,1200.0,24.0,7.5,0.6,91.0,290.0,24.0,2.5,450.0,1200.0,300.0,60.0,,500.0,0.0,15.5,45.37,295.15,fire hydrant,phi3mini_4k_instruct_q4
59,"['metallic', 'smooth']",[],"['plastic', 'steel']","['airfield', 'hospital', 'park', 'schoolhouse', 'street']",[],"['green', 'red', 'white', 'yellow']","['circular', 'cone', 'cylinder', 'prism', 'rectangle']",0.85,38.0,300.0,24.0,2.5,1.0,120.0,2200.0,24.0,7.5,0.45,45.0,338.89,24.0,3.5,130.0,1800.0,85.0,500.0,150.0,,,15.0,65.2,295.25,fire hydrant,phi3mini_4k_instruct_q4
60,"['glossy', 'matted', 'rough', 'smooth']",[],"['metal', 'plastic', 'wood']",[],[],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white', 'yellow']","['oval', 'rectangle']",0.5,100.0,100.0,20.0,2.5,0.2,150.0,150.0,120.0,1.5,1.2,150.0,150.0,126.0,2.5,2.0,200.0,6.5,8.5,,200.0,,-5.0,25.0,273.15,skis,phi3mini_4k_instruct_q4
61,"['rough', 'smooth']",[],[],[],[],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white']","['oval', 'rectangle']",0.4,100.0,100.0,10.0,0.22,0.2,150.0,120.0,142.0,2.0,1.2,150.0,150.0,150.0,2.5,2.5,600.0,5.0,12.5,300.0,250.0,,-5.0,32.0,270.15,skis,phi3mini_4k_instruct_q4
