,Unnamed: 0,concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name
10,,motorcycle,1.4772222222222222,128.5964705882353,873.4571666666665,34.29705882352942,4.827058823529411,1.54738,123.87950000000001,919.9495,70.8885,5.058626505533853,22.609234705882358,60.0104,220.8446875,538748.4915210527,16213.178368421053,2916.8360000000002,215.75,1531228.3390345,360.5,26317016.83526316,1.1843,113.94475,528.359375,117.49442105263157,8.517500000000002,[],['red'],[],['rectangle'],[],[],[],llama_30b_standard
11,,motorcycle,1.6905000000000001,153.38888888888889,1131.725,37.68571428571429,4.995,2.0940000000000003,214.84,2081.0526315789475,84.39473684210526,8.257000000000001,22.736842105263158,68.22105263157896,292.87105263157883,9562.4375,10094.3125,7541.787499999999,208.45454545454547,220.52631578947367,384.6111111111111,405.709,1.0205555555555557,75.92736842105262,902.75,39.54375,2.7399999999999998,['metallic'],"['grey', 'blue', 'red', 'silver', 'white', 'black']",[],['rectangle'],[],[],[],llama31_8b_standard
12,,keyboard,0.1315,37.43300000000001,434.2105263157895,2.5,1.35,0.5625,37.85,315.0,7.3125,2.75,24.25,72.7,293.1499999999999,0.0,0.0,0.15,0.5,225.025,0.5,1.6,0.5,30.275,307.5,7.225,1.725,[],['black'],"['rubber', 'plastic', 'metal', 'glass']",['rectangle'],[],['desk'],[],qwen25_7b_standard
13,,keyboard,0.2069817549396475,21.328300000000002,84.1015,1.4233134701754384,3.0122549999999997,0.162962595,17.787287499999998,52.03171,1.765434375,0.8605941666666664,20.689999999999998,58.45666500000001,97.308725,105.76490000000001,75.732384967,5.017757100000001,0.3965443571188716,105.13399999999999,1.608595,1.4587500000000002,0.12825224999999998,10.366924999999998,15.233847500000001,1.13632,0.45306500000000005,['metallic'],['black'],"['wood', 'glass', 'metal', 'plastic']",['rectangle'],[],"['home', 'schoolhouse', 'office']",[],qwen25_1b_standard
14,,keyboard,0.12969999999999998,24.535,48.5,2.5,0.28250000000000003,0.37475,43.26,423.0,22.173499999999997,2.34,14.0,64.08,296.3424999999999,0.0,0.0,0.0,1.6052499999999998,1082.15,2.125,10.565000000000001,0.21405,45.6,47.0,13.6,2.475,"['metallic', 'smooth']","['grey', 'blue', 'red', 'yellow', 'green', 'white', 'black']",[],"['grid', 'rectangle']",[],"['home', 'music studio', 'library', 'store', 'computer lab', 'schoolhouse', 'office', 'classroom']",[],phi3mini_4k_instruct_q4
15,,keyboard,0.3712789473684211,17.942944444444446,806.5094736842105,9.366333333333333,3.232894736842105,589.2120588235293,100.7675,1445.74225,37.26093697686655,7.5871578947368405,13.955000000000002,67.63157894736842,298.4224999999999,162.60459099999997,688.3626315789473,40.2956,3.6062499999999997,452.45,7.9220263157894735,10.972009415789476,60.96508261666666,56.0294445,906.5781578947368,23.44940585,3.097277777777778,['smooth'],['black'],"['rubber', 'metal', 'plastic']",['rectangle'],[],[],[],llava_7b_standard
16,,keyboard,0.9396980021929853,11.311250000000001,282090.5146666666,2.515444444444445,2.6903637859333336,1.2612746191410007,28.37364705882353,456.678875,16.55390625,4.822222222222222,21.400866666666666,58.47571428571428,216.60500000000002,52632105281970.91,26764.09205,52631579474040.28,13.515625,1145.595625,21.52529411764706,11.088527808806315,27.68384210526316,63.721111111111114,309.01000000000005,13.993823529411763,18.559532925199434,[],['black'],['wood'],[],[],[],[],llama_30b_standard
17,,keyboard,0.4588235294117647,14.764999999999999,209.0941176470588,4.394,1.6355555555555554,0.49222222222222217,38.986000000000004,478.5105263157895,19.61111111111111,3.6836842105263163,21.157894736842106,72.02631578947368,293.3999999999999,132.5425,125.01526315789474,33.620000000000005,2.6235,293.95,7.666666666666667,4.352500000000001,0.5154117647058822,42.55736842105264,440.678947368421,17.23166666666667,2.8278052631578947,[],"['white', 'black']",[],['rectangle'],[],[],[],llama31_8b_standard
18,,broccoli,0.16249999999999998,19.5,55.5,1.475,0.575,0.15999999999999998,8.05,40.25,2.475,0.5,14.1,56.75,289.7999999999999,1.5714285714285714,2.3947368421052633,1.2,0.40499999999999997,120.0,0.5,1.025,0.15,7.779999999999999,31.080000000000002,2.3,0.5,[],['green'],[],['oblong'],[],"['grocery', 'store']",[],qwen25_7b_standard
19,,broccoli,0.188145,15.148749999999998,92.5805,1.3119999999999998,0.6112724999999999,0.18739999999999998,13.6725,117.52000000000001,1.2905263157894737,0.54025,15.525,58.40500000000001,261.41849999999994,10.664705882352942,65.6555,0.659405,0.46950000000000003,194.02050000000003,0.736,0.5154729,0.25102283945,6.6875,76.03349999999999,0.72375,0.9975875000000001,[],['green'],[],['cylindrical'],[],[],[],qwen25_1b_standard
20,,broccoli,0.289,24.75,139.25,7.609999999999999,2.31,0.077,14.0,53.75,4.29,0.6575,19.525,62.779999999999994,295.77599999999995,0.0,0.029411764705882353,0.28800000000000003,0.30000000000000004,163.55,1.025,1.6,0.06300000000000001,3.925,34.25,2.525,0.39249999999999996,[],['green'],"['water', 'soil']",['conical'],[],"['grocery', 'home', 'market', 'farm', 'garden', 'store', 'supermarket', 'kitchen']",[],phi3mini_4k_instruct_q4
21,,broccoli,0.5344736842105263,27.48611111111111,126.2611111111111,8.565000000000001,2.285,0.3555555555555555,17.166666666666668,6236.84,5.85,2.121052631578947,16.75,51.879999999999995,309.72749999999996,1.6135000000000002,1.6166666666666667,1.2555555555555555,1.1769283945,122.08344444444447,1.513529411764706,5.70875,0.3388888888888888,13.955000000000002,44.39473684210526,2.2916666666666665,2.068421052631579,['fibrous'],['green'],[],[],[],['garden'],[],llava_7b_standard
22,,broccoli,0.5267777777777778,9.972265625,89.48421052631579,7.609999999999999,4.39,1.450673750070996,18.408421052631578,79.31899999999999,7.342777777777779,2.6246043981413196,22.008333333333333,63.071000000000005,229.3225,7.468947368421051,8.006321052631577,2.8943055555555555,5264.211754385964,999.0156000000001,3.0324142660555555,5.733556666666667,0.5352,15.032499999999999,69.38199999999999,4.84,3.3154999999999992,[],['green'],[],[],[],[],[],llama_30b_standard
23,,broccoli,0.49499999999999994,58.666666666666664,153.33333333333334,6.361538461538462,1.95,0.3475,14.336842105263159,121.33333333333333,6.055555555555555,1.9100000000000001,20.375,63.25,284.6699999999999,3.789,2.486,2.644000000000001,0.3375,248.61111111111111,1.6875,10.504999999999999,0.225,10.326315789473684,97.5,6.1866666666666665,1.3684210526315792,[],['green'],[],[],[],[],[],llama31_8b_standard
24,,toaster,0.5025,25.325,240.0,5.625,1.5,0.45,30.225,300.0,10.575,1.5,200.0,350.0,1109.9750000000004,43.75,25.775,17.9,1.3800000000000001,772.5,3.475,11.225,0.41,29.3,295.0,6.475,0.5,[],['black'],"['ceramic', 'plastic', 'metal']","['oval', 'rectangle']",[],['kitchen'],[],qwen25_7b_standard
25,,toaster,0.17275000000000001,34.1,161.75,9.9,7.709999999999999,0.1515,28.475,238.1,10.625,8.0905,198.4725,352.78499999999997,318.1795,28.698947368421052,19.9065,12.767,2.681578947368421,440.4225,1.58,2.0455,0.17175,26.395,130.25,9.5125,6.1335,[],"['silver', 'white']","['steel', 'aluminium']",['square'],[],"['kitchen', 'bathroom']",[],qwen25_1b_standard
26,,toaster,0.381,25.475,239.0,11.7625,2.055,0.3835,32.0,253.5,13.1875,2.285,194.5,355.0,356.48249999999996,37.72800000000001,29.746500000000005,0.0,1.4449999999999998,513.55,7.075,7.225,0.3225,29.95,273.5,12.35,1.8199999999999998,[],"['silver', 'white', 'black']",['plastic'],['rectangle'],[],"['kitchen', 'pantry', 'dining room', 'restaurant']",[],phi3mini_4k_instruct_q4
27,,toaster,0.4991871666666667,14.642105263157895,256.915625,6.43,0.9216726315789474,0.415,31.035000000000004,377.75,10.526315789473685,1.8916666666666666,180.5,261.275,379.9475,25.790588235294116,12.698666666666666,5.068928571428572,0.557425,68587380.29555555,1.5992105263157896,4.75096957368421,0.3351052631578947,19.583333333333332,9868.072222222221,6.8125,0.9797368421052631,[],[],[],['rectangle'],[],['kitchen'],[],llava_7b_standard
28,,toaster,0.4579777777777778,36.68361815476191,163.32666666666668,5.952222222222222,2.8781818181818184,0.6075406162464986,43.511785714285715,262.8958333333333,10.6355,4.6888235301129955,114.39,1387.6923076923076,11223556.08909091,54.862,196.1772222222222,626.9975,5.790776470588235,127.49652941176473,9.390177500000002,3.7645034466911764,5.359875,61.26470588235294,242.27277777777778,9.563333333333333,6.948749999999999,[],[],[],['rectangle'],[],['kitchen'],[],llama_30b_standard
29,,toaster,0.33849999999999997,23.654999999999998,218.25,9.41578947368421,1.8849999999999993,0.3615,26.02,333.25,11.1,0.75125,197.0,398.5,355.28000000000003,25.094,31.366000000000003,23.968,1.6350000000000002,1010.0600000000001,3.636111111111111,2.4985,0.30649999999999994,23.755000000000003,246.05263157894737,9.996,0.624,['metallic'],"['red', 'silver', 'white', 'black']","['steel', 'aluminium', 'plastic']",['rectangle'],[],[],[],llama31_8b_standard
30,,bear,1.5,150.0,1840.0,67.8,5.0,2.375,157.5,1995.0,77.6,5.0,36.86666666666667,98.59999999999998,310.1499999999999,,0.0,,417.5,500000.0,715.0,21425.0,2.175,155.0,1950.0,74.4,5.0,[],"['seal brown', 'white', 'black']",[],['round'],[],"['mountain', 'forest']",[],qwen25_7b_standard
31,,bear,1.839,309.163,1892.5175,147.84578947368422,7.712000000000001,1.81,212.83999999999997,1895.0,117.08700000000002,10.74,16.060000000000002,60.54,276.17939999999993,1868.107142857143,5933.368947368422,352.832,265.38,63672.10526315789,442.765,1179.7455,2.13125,239.0565,2072.445,65.46947368421053,11.3,[],[],"['wool', 'fur', 'skin']",['round'],[],"['forest', 'tundra']",['strong'],qwen25_1b_standard
32,,bear,2.375,174.0,797.5,41.775,6.859999999999999,2.495,247.5,965.0,46.807,7.220000000000001,-0.5,53.794999999999995,293.90854999999993,0.0,0.0,661.4285714285714,228.0,145350.0,565.5,2222.046,2.275,140.0,292.5,30.05,6.36,['rough'],"['seal brown', 'white', 'black']",[],['rectangle'],[],['forest'],[],phi3mini_4k_instruct_q4
33,,bear,2.109736842105263,138.60647058823528,110903.02647058823,29.06875,5.08125,2.9850000000000003,161.85315789473685,340880.0,15.02222222222222,6.6342105263157904,13.77,45.17,282.5721052631578,4146.676875,233.48055555555553,60105.94558823529,142.46861013757893,172691.720475,201.33333333333334,2918.125,1.9972222222222225,148.51376470588235,315228.5714285714,29.909166666666664,7.346470588235295,[],['seal brown'],['wood'],['round'],[],['forest'],[],llava_7b_standard
34,,bear,1.7644444444444443,127.6842105263158,1294118676.8999999,42.49916666666667,5.3386604931249995,1.8400000000000003,243.1315789473684,5478.9473684210525,49.94210526315789,5.9384999999999994,24.882142857142856,49.864000000000004,310.39,29707966694.70294,372224.47244444443,71176470588632.48,275.48333333333335,1307.8947368421052,365.0,2941699.0471918825,1.8941176470588237,133.951875,1458.8338842105263,48.07631578947369,5.178947368421053,[],[],['fur'],[],[],['forest'],[],llama_30b_standard
35,,bear,1.8050000000000002,159.21428571428572,1366.6666666666667,170.71999999999997,7.029473684210527,1.9649999999999994,198.30666666666667,2163.684210526316,42.35333333333333,7.066315789473684,14.147368421052633,43.638888888888886,288.48999999999995,12659.006923076922,375.0935294117647,496.9230769230769,250.0,146571.76923076922,453.3333333333333,548.7140999999999,2.055,178.52941176470588,1855.8823529411766,36.84666666666667,6.975,['rough'],"['grey', 'seal brown', 'white', 'black']",[],[],[],[],[],llama31_8b_standard
36,,teddy bear,0.29500000000000004,23.060000000000002,230.0,7.3,1.025,0.24749999999999997,25.5,245.0,8.075,1.425,20.85,70.0,297.6499999999999,15.0,14.55,5.0,0.5,217.5,1.925,8.125,0.20249999999999999,19.0,162.5,6.8,0.85,['soft'],"['seal brown', 'white', 'black']",['fabric'],['sphere'],[],[],['soft'],qwen25_7b_standard
37,,teddy bear,2.1639,26.159000000000002,36.37,12.447368421052632,8.785,0.6740000000000002,22.8275,31.115,11.789473684210526,7.0525,25.31,70.94500000000001,259.4871999999999,15.077000000000002,11.386000000000001,3.3259999999999996,2.49428647431209,173.60750000000002,2.34775,1.8215000000000003,0.8962578394499999,24.54,27.22,12.1625,5.575,['soft'],"['red', 'purple', 'green', 'blue', 'yellow']",[],['round'],[],[],[],qwen25_1b_standard
38,,teddy bear,0.3225,29.25,272.5,12.775,1.975,0.37749999999999995,30.25,262.5,12.475,1.9600000000000002,14.444444444444445,68.97,235.21999999999994,17.662222222222223,14.55,0.8333333333333334,1.06,455.0,1.8350000000000002,9.02,0.32,26.75,242.0,12.05,1.775,"['soft', 'smooth']","['seal brown', 'blue', 'red', 'yellow', 'purple', 'pink', 'orange', 'green', 'white', 'black']",[],"['rectangle', 'sphere', 'cube', 'cylinder']",[],"['bedroom', 'store']",[],phi3mini_4k_instruct_q4
39,,teddy bear,0.36999999999999994,25.575,175.02941176470588,12.289473684210526,1.7105263157894737,0.37825000000000003,24.494999999999997,189.10526315789474,11.125,1.0805555555555555,19.240000000000002,63.529999999999994,292.1499999999999,17.587058823529414,18.87461538461539,8.5875,0.5541666666666667,98.46589285714286,0.9961052631578948,5.40625,0.36052631578947364,23.526315789473685,148.0,8.625,1.086842105263158,['soft'],"['seal brown', 'black']",[],['round'],[],['bedroom'],[],llava_7b_standard
40,,teddy bear,0.5731216931216931,18.305888888888887,275.01537710499997,14.325,4.745294117647059,0.3644198113486842,125.18161999999998,348.44444444444446,13.91,3.749652631578947,27.398666666666664,54.75789473684211,6925.38562,24.846666666666668,52.42315789473684,165.57649999999998,16.56021052631579,250000000056548.0,8.212424888888888,19.688105263157894,1.1262105263157896,37.82944444444445,359.90500000000003,14.588947368421053,3.719539473684211,[],[],[],[],[],['bedroom'],[],llama_30b_standard
41,,teddy bear,7.468500000000001,36.657000000000004,256.25,13.216,1.31,2.161111111111111,35.933,316.6666666666667,12.7185,1.355263157894737,21.1,70.9,293.1499999999999,12.841000000000003,14.59,11.741000000000003,0.52,379.525,1.67,10.486,0.38299999999999995,35.118,236.0,10.806999999999999,0.745,['soft'],[],[],[],[],[],[],llama31_8b_standard
42,,bench,0.8149999999999998,79.5,800.0,24.0,0.9,3.85,195.0,1875.0,63.6,8.45,20.5,72.0,294.1499999999999,50.0,50.0,0.0,115.36999999999998,95000.0,145.08,2577.5919999999996,1.5,130.5,1050.0,60.0,6.0,[],['seal brown'],['wood'],"['rectangle', 'circular']",[],['park'],[],qwen25_7b_standard
43,,bench,108.98079500000001,153.05263157894737,942.125,40.925,22.27,1.4366666666666665,131.25,1064.0,35.775,9.748999999999999,21.44736842105263,70.775,285.0924999999999,160.6265,808.5875,156.7885,83.82000000000001,62312.44499999999,180.3352695,515.5972222222222,51.91549999999999,111.575,606.97835,24.825,15.625,[],"['seal brown', 'white', 'black', 'green', 'blue', 'red']","['wood', 'metal', 'plastic']","['oval', 'rectangle', 'round', 'square']",[],['office'],[],qwen25_1b_standard
44,,bench,0.75,80.25,763.4,32.5,6.937,1.5174999999999998,91.6,714.0,32.725,5.725,23.615384615384617,68.08421052631579,295.26764705882346,25.0,154.54545454545453,0.0,147.25,41764.705882352944,121.0,107.10526315789474,0.8475000000000001,88.822,502.5,26.3,3.4799999999999995,['smooth'],"['navy blue', 'grey', 'seal brown', 'blue', 'red', 'beige', 'green', 'white', 'black']",[],"['circular', 'oval', 'rectangle']",[],"['airfield', 'stadium', 'beach', 'restaurant', 'library', 'park', 'gym', 'train station']",[],phi3mini_4k_instruct_q4
45,,bench,1.02225,145.08928571428572,7422.232222222222,32.8421052631579,6.752631578947369,4.49,281.05263157894734,2077.8055555555557,39.5,9.0,18.78,72.205,295.297894736842,37.19736842105263,29.221875,111.359375,46.890834999999996,64978767.037368424,88.25177777777778,60.485871049999986,1.815,183.55882352941177,17106.404152631578,40.588235294117645,6.575,[],['green'],"['wood', 'metal']",['rectangle'],[],['park'],[],llava_7b_standard
46,,bench,1.0359411764705884,77.67944444444444,200404.52,21.3225625,4.083352941176471,1.394736842105263,222.2176,1075.6842105263158,49.25,5.200986842105263,24.423130563977956,61.75625,218.70919753086417,597.6594395102394,1921950.4584210527,500419.2553835964,124.10350000000001,129411764707862.75,6851.866666666667,6347.674571691176,1.1330333333333336,98.82368421052632,30728.98,33.9125,4.393421052631578,[],[],['wood'],['rectangle'],[],[],[],llama_30b_standard
47,,bench,1.2949999999999997,90.02631578947368,596.5,35.5625,4.555,2.0549999999999997,169.8,1561.5,67.2,6.875,21.475,67.76,294.8166666666666,243.29699999999997,334.173,63.0215,80.33157894736841,13521.748800000001,141.035,1415.0,1.3750000000000002,91.84210526315789,872.7777777777778,45.425,5.1225000000000005,[],[],"['wood', 'metal', 'plastic']",['l-shaped'],[],"['beach', 'park']",['public'],llama31_8b_standard
48,,bottle,0.26749999999999996,25.75,250.0,7.9,0.4875,0.25,24.25,217.5,7.55,0.43499999999999994,23.8,69.9,298.1499999999999,1.131578947368421,1.3,0.5,0.5,222.5,0.5,12.8,0.04500000000000001,7.075,53.15,2.5,0.23499999999999996,['smooth'],"['seal brown', 'blue', 'transparent', 'green']","['glass', 'plastic']","['cylindrical', 'round', 'oval', 'square']",[],"['table', 'refrigerator', 'bar']",[],qwen25_7b_standard
49,,bottle,0.10730500000000001,12.815000000000001,126.93323077395,3.8108750000000002,2.82815,0.10192000000000001,11.625,125.64500000000001,3.2920000000000003,2.028115,13.970000000000002,65.535,146.95999999999998,6.097647058823529,2.67375,0.42567283944999995,0.22200000000000003,126.81649999999999,0.42000000000000004,0.4015789473684211,0.0940344,8.5665,80.4225,2.56175,0.8868822499999999,['smooth'],"['blue', 'red', 'yellow', 'green', 'white']","['glass', 'plastic']",['cylindrical'],[],"['refrigerator', 'cupboard', 'kitchen']",[],qwen25_1b_standard
50,,bottle,0.11850000000000002,26.8,291.0,8.559999999999999,0.967,0.131,22.75,239.25,7.359999999999999,1.1075,22.175,45.8275,296.3549999999999,0.0,0.14444444444444443,0.0,0.384,295.0,0.7224999999999999,10.56,0.11025,7.5,75.0,2.7425,0.9219999999999999,"['smooth', 'glossy', 'matted']","['blue', 'red', 'yellow', 'transparent', 'green', 'white', 'black']","['glass', 'plastic']","['cylindrical', 'conical', 'oval', 'rectangle']",[],"['restaurant', 'kitchen', 'bar', 'office']",[],phi3mini_4k_instruct_q4
51,,bottle,0.24734117647058826,15.779411764705882,147.0,2.881315789473684,0.34349473684210524,0.23085333333333333,18.376315789473683,174.7058823529412,3.6875,0.32223529411764706,23.675,66.275,289.89166666666665,0.4064285714285715,1.1210526315789473,0.32006127584615385,0.28546864431538466,42.76717647058823,0.33526666666666666,4.252908888888888,0.17483125,7.537999999999999,81.27368421052631,1.9286971000000002,0.16076470588235292,['smooth'],"['transparent', 'green', 'blue']","['glass', 'plastic']",['cylindrical'],[],['refrigerator'],[],llava_7b_standard
52,,bottle,0.5103684210526316,18.029541666666667,156.28194444444446,8.230418750000002,2.903222222222222,2.2023140350877197,11.572344444444445,657.6655,8.829062500000001,3.5474907842589087,25.75453292777778,77.10806761251696,771.2119658119658,607.7235294117646,11.001375,82.21247727272728,324.84524999999996,441.78450000000004,3.06137031552239,6.056846897793792,2.354835311125332,28.837631578947367,99.51578947368421,4.13208,2.8923684210526317,[],[],['glass'],['cylindrical'],[],[],[],llama_30b_standard
53,,bottle,0.2355,24.505555555555553,229.41176470588235,8.9295,1.345263157894737,0.22600000000000003,23.7,193.0,8.742500000000001,0.8178947368421053,20.25,48.239999999999995,293.1499999999999,5.514999999999999,5.339999999999999,3.0510526315789472,0.5,286.8421052631579,1.45,13.5535,0.095,7.5,69.22874999999999,2.7573529411764706,0.20666665,"['rough', 'smooth', 'glossy']","['seal brown', 'blue', 'red', 'transparent', 'green']","['glass', 'plastic']",['cylindrical'],[],[],[],llama31_8b_standard
54,,dog,0.6224999999999998,60.0,601.75,28.0,0.5075000000000001,0.99,70.0,680.0,27.0,0.7025,38.0,101.35,310.928,0.0,0.0,0.0,21.5,22660.75,52.75,60.5,0.7549999999999999,65.5,590.0,24.0,0.875,[],"['grey', 'seal brown', 'tan', 'white', 'black']",['leather'],[],[],[],['loyal'],qwen25_7b_standard
55,,dog,0.668,46.839999999999996,460.79499999999996,24.052,2.368125,2.29025,52.75,381.57369782587404,23.55,13.2215,16.942500000000003,68.71000000000001,279.25299999999993,746.6166666666667,215.10555555555555,32.025999999999996,23.15625,3689.7091938775498,41.577,22.7595,0.5537,45.089999999999996,718.26895,22.859,2.48735,"['soft', 'rough', 'smooth']","['grey', 'seal brown', 'white', 'black']","['leather', 'wool']","['rectangle', 'square']",[],['park'],"['loyal', 'playful', 'curious']",qwen25_1b_standard
56,,dog,0.571,50.499999999999986,481.0,19.672000000000004,2.1550000000000002,0.529,51.58,468.175,20.7025,2.2399999999999998,20.0,67.06666666666666,294.6884615384615,0.0,0.0,44.21052631578947,16.634999999999998,22130.675,49.5,44.275999999999996,0.5349999999999999,50.67999999999999,461.5,18.0365,2.42,"['soft', 'rough', 'smooth']","['cream', 'grey', 'gold', 'seal brown', 'blue', 'red', 'silver', 'white', 'black', 'tan']","['leather', 'wool', 'cotton']","['circular', 'oval', 'rectangle']",[],"['home', 'beach', 'outdoor', 'farm', 'store', 'park']","['playful', 'protective', 'friendly', 'loyal', 'curious', 'social', 'affectionate']",phi3mini_4k_instruct_q4
57,,dog,0.485,43.029411764705884,80721.76470588235,20.733333333333334,2.281578947368421,0.9149999999999999,67.54736842105264,83962.5,24.221052631578946,2.4,18.1125,61.7,301.25999999999993,310.06052631578945,6788.341176470588,60.062666666666665,22.073947368421052,24126.38888888889,49.97736842105263,290.22222222222223,0.3988888888888889,45.144999999999996,142406.25,19.97222222222222,2.6316666666666664,[],"['white', 'seal brown', 'black']",['leather'],[],[],"['street', 'home', 'park']",['loyal'],llava_7b_standard
58,,dog,0.7059999999999998,56.913,335.31920438333333,543.0131578947369,2.0315789473684207,0.9838888888888887,44.92473684210526,357.46750000000003,16.983,2.9106250000000005,42.308947368421045,78.1842105263158,293.635294117647,3875.424947368421,8716.78157894737,49.231578947368426,24.668421052631583,58823534140.297646,33.9935,50000000000176.77,3.86755,102.24566666666666,297.9220588235294,18.85,5.792105263157895,[],['seal brown'],[],[],[],[],[],llama_30b_standard
