model,concept,dimension,measurement,avg_m,gt_m,avg_mm,gt_mm,avg_cm,gt_cm,avg_ft,gt_ft,avg_in,gt_in,abs_pct_err
llama2_7b_chat,bicycle,length,feet,18.618708,1.73,18618.708000000002,1730.0,1861.8708000000001,173.0,61.08499999975567,5.675853018350001,733.0199999970679,68.1102362202,9.762258959537572
llama2_7b_chat,bicycle,length,inches,1.5405099999999998,1.73,1540.5099999999998,1730.0,154.051,173.0,5.0541666666464495,5.675853018350001,60.64999999975739,68.1102362202,0.10953179190751454
llama2_7b_chat,bicycle,length,meters,1.83,1.73,1830.0,1730.0,183.0,173.0,6.00393700785,5.675853018350001,72.0472440942,68.1102362202,0.05780346820809254
llama2_7b_chat,bicycle,width,feet,6.5913,1.05,6591.3,1050.0,659.13,105.0,21.624999999913502,3.4448818897500004,259.499999998962,41.338582677,5.277428571428572
llama2_7b_chat,bicycle,width,inches,0.6604,1.05,660.4,1050.0,66.03999999999999,105.0,2.166666666658,3.4448818897500004,25.999999999895998,41.338582677,0.37104761904761907
llama2_7b_chat,bicycle,width,meters,1.4925000000000002,1.05,1492.5000000000002,1050.0,149.25000000000003,105.0,4.896653543287501,3.4448818897500004,58.759842519450004,41.338582677,0.42142857142857154
llama2_7b_chat,boat,height,feet,9.00684,0.535,9006.84,535.0,900.6840000000001,53.5,29.549999999881802,1.755249343825,354.5999999985816,21.0629921259,15.835214953271027
llama2_7b_chat,boat,height,inches,1.472565,0.535,1472.5649999999998,535.0,147.2565,53.5,4.831249999980675,1.755249343825,57.974999999768094,21.0629921259,1.7524579439252332
llama2_7b_chat,boat,height,meters,5.15,0.535,5150.0,535.0,515.0,53.5,16.89632545925,1.755249343825,202.755905511,21.0629921259,8.626168224299064
llama2_7b_chat,boat,length,feet,6.911340000000001,2.605,6911.340000000001,2605.0,691.1340000000001,260.5,22.674999999909303,8.546587926475,272.09999999891164,102.55905511769998,1.65310556621881
llama2_7b_chat,boat,length,inches,0.616077,2.605,616.077,2605.0,61.6077,260.5,2.021249999991915,8.546587926475,24.254999999902978,102.55905511769998,0.7635021113243762
llama2_7b_chat,boat,length,meters,6.345000000000001,2.605,6345.000000000001,2605.0,634.5000000000001,260.5,20.816929133775,8.546587926475,249.8031496053,102.55905511769998,1.4357005758157393
llama2_7b_chat,boat,width,feet,5.83692,0.78,5836.92,780.0,583.692,78.0,19.149999999923402,2.5590551181000003,229.7999999990808,30.7086614172,6.483230769230769
llama2_7b_chat,boat,width,inches,0.8350884999999999,0.78,835.0885,780.0,83.50885,78.0,2.7397916666557074,2.5590551181000003,32.87749999986848,30.7086614172,0.07062628205128188
llama2_7b_chat,boat,width,meters,3.5149999999999997,0.78,3514.9999999999995,780.0,351.49999999999994,78.0,11.532152230925,2.5590551181000003,138.38582677109997,30.7086614172,3.5064102564102555
llama2_7b_chat,book,height,feet,3.8648640000000003,0.02,3864.8640000000005,20.0,386.4864,2.0,12.679999999949281,0.06561679790000001,152.15999999939135,0.7874015748,192.2432
llama2_7b_chat,book,height,inches,0.248285,0.02,248.285,20.0,24.828500000000002,2.0,0.814583333330075,0.06561679790000001,9.7749999999609,0.7874015748,11.414250000000001
llama2_7b_chat,book,height,meters,19.38578947368421,0.02,19385.78947368421,20.0,1938.5789473684208,2.0,63.60167150133421,0.06561679790000001,763.2200580160104,0.7874015748,968.2894736842104
llama2_7b_chat,book,length,feet,34.2430608,0.192,34243.0608,192.0,3424.3060800000003,19.2,112.34599999955063,0.62992125984,1348.1519999946074,7.55905511808,177.349275
llama2_7b_chat,book,length,inches,2.6483182999999997,0.192,2648.3183,192.0,264.83182999999997,19.2,8.688708333298578,0.62992125984,104.26449999958292,7.55905511808,12.793324479166664
llama2_7b_chat,book,length,meters,24.728,0.192,24728.0,192.0,2472.8,19.2,81.12860892356001,0.62992125984,973.5433070827199,7.55905511808,127.79166666666667
llama2_7b_chat,book,width,feet,2.7919680000000002,0.13,2791.9680000000003,130.0,279.1968,13.0,9.159999999963361,0.42650918635,109.91999999956032,5.1181102362,20.476676923076926
llama2_7b_chat,book,width,inches,0.21844,0.13,218.44,130.0,21.844,13.0,0.7166666666638,0.42650918635,8.599999999965599,5.1181102362,0.6803076923076922
llama2_7b_chat,book,width,meters,35.202999999999996,0.13,35202.99999999999,130.0,3520.2999999999997,13.0,115.49540682368499,0.42650918635,1385.9448818842197,5.1181102362,269.79230769230765
llama2_7b_chat,bottle,height,feet,3.19278,0.244666666666667,3192.7799999999997,244.666666666667,319.278,24.4666666666667,10.4749999999581,0.8027121609766679,125.6999999994972,9.632545931720012,12.049509536784724
llama2_7b_chat,bottle,height,inches,0.22606,0.244666666666667,226.06,244.666666666667,22.606,24.4666666666667,0.7416666666637001,0.8027121609766679,8.8999999999644,9.632545931720012,0.07604904632152712
llama2_7b_chat,bottle,height,meters,0.2205,0.244666666666667,220.5,244.666666666667,22.05,24.4666666666667,0.7234251968475001,0.8027121609766679,8.68110236217,9.632545931720012,0.0987738419618541
llama2_7b_chat,bottle,length,feet,3.44424,0.076,3444.2400000000002,76.0,344.42400000000004,7.6,11.299999999954801,0.24934383202000002,135.5999999994576,2.99212598424,44.31894736842106
llama2_7b_chat,bottle,length,inches,0.22415499999999997,0.076,224.15499999999997,76.0,22.415499999999998,7.6,0.735416666663725,0.24934383202000002,8.824999999964698,2.99212598424,1.9494078947368418
llama2_7b_chat,bottle,length,meters,0.355,0.076,355.0,76.0,35.5,7.6,1.164698162725,0.24934383202000002,13.976377952699998,2.99212598424,3.671052631578947
llama2_7b_chat,bottle,width,feet,2.76606,0.0746666666666667,2766.06,74.6666666666667,276.606,7.46666666666667,9.074999999963701,0.24496937882666678,108.89999999956439,2.9396325459200012,36.04544642857141
llama2_7b_chat,bottle,width,inches,0.16256,0.0746666666666667,162.56,74.6666666666667,16.256,7.46666666666667,0.5333333333312,0.24496937882666678,6.3999999999743995,2.9396325459200012,1.1771428571428564
llama2_7b_chat,bottle,width,meters,1.3355000000000001,0.0746666666666667,1335.5000000000002,74.6666666666667,133.55,7.46666666666667,4.381561679772501,0.24496937882666678,52.57874015727,2.9396325459200012,16.886160714285708
llama2_7b_chat,bowl,height,feet,2.1336,0.0795744680851064,2133.6,79.5744680851064,213.35999999999999,7.957446808510641,6.999999999972,0.26107108951702135,83.99999999966398,3.132853074204256,25.812620320855608
llama2_7b_chat,bowl,height,inches,0.175895,0.0795744680851064,175.89499999999998,79.5744680851064,17.5895,7.957446808510641,0.577083333331025,0.26107108951702135,6.924999999972299,3.132853074204256,1.2104451871657749
llama2_7b_chat,bowl,height,meters,1.2125,0.0795744680851064,1212.5,79.5744680851064,121.24999999999999,7.957446808510641,3.9780183726875,0.26107108951702135,47.73622047224999,3.132853074204256,14.237299465240635
llama2_7b_chat,bowl,length,feet,2.9870400000000004,0.186382978723404,2987.0400000000004,186.382978723404,298.70400000000006,18.638297872340402,9.799999999960802,0.6114927123446801,117.5999999995296,7.33791254813616,15.026356164383584
llama2_7b_chat,bowl,length,inches,0.210185,0.186382978723404,210.185,186.382978723404,21.0185,18.638297872340402,0.6895833333305751,0.6114927123446801,8.2749999999669,7.33791254813616,0.12770490867580064
llama2_7b_chat,bowl,length,meters,4.09,0.186382978723404,4090.0,186.382978723404,409.0,18.638297872340402,13.41863517055,0.6114927123446801,161.02362204659997,7.33791254813616,20.944063926940668
llama2_7b_chat,bowl,width,feet,3.00228,0.191702127659575,3002.2799999999997,191.702127659575,300.228,19.1702127659575,9.8499999999606,0.6289439883819167,118.19999999952718,7.547327860583,14.661172031076536
llama2_7b_chat,bowl,width,inches,0.20573999999999998,0.191702127659575,205.73999999999998,191.702127659575,20.573999999999998,19.1702127659575,0.6749999999973,0.6289439883819167,8.099999999967599,7.547327860583,0.07322752497224994
llama2_7b_chat,bowl,width,meters,5.965,0.191702127659575,5965.0,191.702127659575,596.5,19.1702127659575,19.570209973675002,0.6289439883819167,234.84251968409998,7.547327860583,30.115982241953297
llama2_7b_chat,broccoli,height,feet,2.54508,0.02,2545.08,20.0,254.508,2.0,8.3499999999666,0.06561679790000001,100.19999999959919,0.7874015748,126.25399999999999
llama2_7b_chat,broccoli,height,inches,0.15494,0.02,154.94,20.0,15.494,2.0,0.5083333333313,0.06561679790000001,6.0999999999756,0.7874015748,6.747
llama2_7b_chat,broccoli,height,meters,0.58,0.02,580.0,20.0,57.99999999999999,2.0,1.9028871391,0.06561679790000001,22.834645669199997,0.7874015748,27.999999999999996
llama2_7b_chat,broccoli,length,feet,1.8440400000000001,0.03,1844.0400000000002,30.0,184.40400000000002,3.0,6.0499999999758005,0.09842519685000001,72.5999999997096,1.1811023621999999,60.468
llama2_7b_chat,broccoli,length,inches,0.09969499999999999,0.03,99.695,30.0,9.9695,3.0,0.327083333332025,0.09842519685000001,3.9249999999842995,1.1811023621999999,2.3231666666666664
llama2_7b_chat,broccoli,length,meters,2.3449999999999998,0.03,2344.9999999999995,30.0,234.49999999999997,3.0,7.693569553774999,0.09842519685000001,92.32283464529998,1.1811023621999999,77.16666666666667
llama2_7b_chat,broccoli,width,feet,0.9525,0.03,952.5,30.0,95.25,3.0,3.1249999999875,0.09842519685000001,37.49999999985,1.1811023621999999,30.75
llama2_7b_chat,broccoli,width,inches,0.09525,0.03,95.25,30.0,9.525,3.0,0.31249999999875,0.09842519685000001,3.7499999999849996,1.1811023621999999,2.1750000000000003
llama2_7b_chat,broccoli,width,meters,0.915,0.03,915.0,30.0,91.5,3.0,3.001968503925,0.09842519685000001,36.0236220471,1.1811023621999999,29.5
llama2_7b_chat,cake,height,feet,1.11252,0.0345833333333333,1112.52,34.5833333333333,111.252,3.45833333333333,3.6499999999854,0.11346237970208323,43.79999999982479,1.3615485564249985,31.16925301204822
llama2_7b_chat,cake,height,inches,0.08381999999999999,0.0345833333333333,83.82,34.5833333333333,8.382,3.45833333333333,0.2749999999989,0.11346237970208323,3.2999999999867993,1.3615485564249985,1.4237108433734962
llama2_7b_chat,cake,height,meters,1.875,0.0345833333333333,1875.0,34.5833333333333,187.5,3.45833333333333,6.151574803125,0.11346237970208323,73.81889763749999,1.3615485564249985,53.21686746987957
llama2_7b_chat,cake,length,feet,1.02489,0.0918055555555556,1024.89,91.8055555555556,102.489,9.18055555555556,3.3624999999865506,0.3011993292493057,40.3499999998386,3.614391950991668,10.163703479576395
llama2_7b_chat,cake,length,inches,0.174625,0.0918055555555556,174.625,91.8055555555556,17.4625,9.18055555555556,0.572916666664375,0.3011993292493057,6.874999999972499,3.614391950991668,0.9021180030257178
llama2_7b_chat,cake,length,meters,16.1275,0.0918055555555556,16127.500000000002,91.8055555555556,1612.7500000000002,9.18055555555556,52.9117454066125,0.3011993292493057,634.94094487935,3.614391950991668,174.67019667170945
llama2_7b_chat,cake,width,feet,2.1717,0.105416666666667,2171.7,105.41666666666701,217.17,10.5416666666667,7.1249999999715,0.34585520559791777,85.49999999965799,4.150262467175013,19.60110671936752
llama2_7b_chat,cake,width,inches,0.15684499999999998,0.105416666666667,156.84499999999997,105.41666666666701,15.684499999999998,10.5416666666667,0.5145833333312749,0.34585520559791777,6.174999999975299,4.150262467175013,0.4878577075098765
llama2_7b_chat,cake,width,meters,19.025,0.105416666666667,19025.0,105.41666666666701,1902.4999999999998,10.5416666666667,62.417979002375,0.34585520559791777,749.0157480284998,4.150262467175013,179.47430830039465
llama2_7b_chat,car,height,feet,4.652772000000001,1.54,4652.772000000001,1540.0,465.27720000000005,154.0,15.264999999938942,5.0524934383,183.1799999992673,60.629921259599996,2.02128051948052
llama2_7b_chat,car,height,inches,0.9833609999999998,1.54,983.3609999999998,1540.0,98.33609999999999,154.0,3.2262499999870946,5.0524934383,38.714999999845126,60.629921259599996,0.3614538961038962
llama2_7b_chat,car,height,meters,1.637,1.54,1637.0,1540.0,163.7,154.0,5.370734908115001,5.0524934383,64.44881889738,60.629921259599996,0.06298701298701297
llama2_7b_chat,car,length,feet,4.988052,5.05,4988.052,5050.0,498.80519999999996,505.0,16.36499999993454,16.56824146975,196.37999999921445,198.81889763699996,0.01226693069306933
llama2_7b_chat,car,length,inches,1.1891391,5.05,1189.1391,5050.0,118.91391,505.0,3.9013749999843945,16.56824146975,46.81649999981273,198.81889763699996,0.764526910891089
llama2_7b_chat,car,length,meters,4.54,5.05,4540.0,5050.0,454.0,505.0,14.8950131233,16.56824146975,178.7401574796,198.81889763699996,0.10099009900990095
llama2_7b_chat,car,width,feet,2.5542239999999996,2.15,2554.2239999999997,2150.0,255.42239999999995,215.0,8.37999999996648,7.05380577425,100.55999999959774,84.64566929099999,0.18801116279069754
llama2_7b_chat,car,width,inches,1.8453735,2.15,1845.3735,2150.0,184.53735,215.0,6.054374999975783,7.05380577425,72.65249999970938,84.64566929099999,0.1416867441860465
llama2_7b_chat,car,width,meters,1.8,2.15,1800.0,2150.0,180.0,215.0,5.905511811,7.05380577425,70.866141732,84.64566929099999,0.16279069767441856
llama2_7b_chat,carrot,height,feet,1.187958,0.03,1187.958,30.0,118.79580000000001,3.0,3.89749999998441,0.09842519685000001,46.76999999981292,1.1811023621999999,38.598600000000005
llama2_7b_chat,carrot,height,inches,0.10286999999999999,0.03,102.86999999999999,30.0,10.286999999999999,3.0,0.33749999999865,0.09842519685000001,4.0499999999837994,1.1811023621999999,2.429
llama2_7b_chat,carrot,height,meters,5.01525,0.03,5015.25,30.0,501.525,3.0,16.45423228339875,0.09842519685000001,197.45078740078498,1.1811023621999999,166.175
llama2_7b_chat,carrot,length,feet,1.4935200000000002,0.173333333333333,1493.5200000000002,173.333333333333,149.35200000000003,17.3333333333333,4.899999999980401,0.5686789151333322,58.7999999997648,6.824146981599987,7.616461538461556
