model,emotion,dimension,definition_pval,std_cambridge,std_sentiwordnet,mean_cambridge,mean_sentiwordnet,significant,conf_cambridge,conf_sentiwordnet,conf_both
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,arousal,0.08316048921732848,0.026339134382131868,0.0,0.7924999999999999,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,dominance,1.0197324336468626e-05,1.1102230246251565e-16,0.047696960070847325,0.6999999999999998,0.765,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,pleasure,0.010160923325814863,0.047696960070847325,0.043301270189221974,-0.735,-0.775,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,aggressiveness,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,activity,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,arousal,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,dominance,0.0004989067190034706,0.0,0.12489995996796797,-0.5,-0.38,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,evaluation,0.8295226576040138,0.041758232721225176,0.05894913061275799,0.7025,0.7050000000000001,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,pleasure,0.010162572120690373,1.1102230246251565e-16,0.04582575694955844,0.8000000000000002,0.77,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,amazement,valence,0.020991504670164803,0.043301270189221974,1.1102230246251565e-16,0.7249999999999999,0.6999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,activity,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,arousal,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,dominance,3.264080639293167e-16,0.1479019945774904,0.10999999999999999,0.175,-0.43,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,potency,0.023351920363456458,0.03307189138830741,0.0,0.7875,0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anger,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,activity,5.194260156083985e-10,0.04330127018922192,0.03307189138830737,0.675,0.6125,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,arousal,2.4977139311325993e-09,0.02633913438213184,0.046837484987987975,0.6074999999999999,0.6674999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,dominance,0.06701447017888215,0.04358898943540673,0.0806225774829855,-0.49000000000000005,-0.45000000000000007,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,evaluation,0.07961672177171908,0.03799671038392669,0.021794494717703387,-0.7175,-0.705,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.6999999999999998,-0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,potency,5.434880160410314e-13,0.03793991960982521,0.09797958971132711,0.6817500000000001,0.52,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,unpredictability,0.021438580940925545,0.05331744555021366,0.06982120021884469,0.6734999999999999,0.6249999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,annoyance,valence,0.05869471515018602,0.04582575694955844,0.048989794855663606,-0.7299999999999999,-0.76,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,activity,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,arousal,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,dominance,2.032816291408008e-15,2.7755575615628914e-17,0.05999999999999999,0.20000000000000004,0.5199999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,evaluation,0.3234749451713934,0.03122498999199198,0.0,0.6950000000000001,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,potency,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,unpredictability,9.358512298195413e-06,5.551115123125783e-17,0.04810405388322278,0.4000000000000001,0.33399999999999996,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,anticipation,valence,0.0008731939249668246,1.1102230246251565e-16,0.09949874371066199,0.6999999999999998,0.6099999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,activity,0.0009860614891133949,0.015612494995995992,0.041758232721225204,0.6975,0.7224999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,arousal,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,dominance,2.5123256838179747e-291,0.0,1.1102230246251565e-16,-0.5,-0.6999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,evaluation,2.645198308477499e-13,0.04330127018922197,0.0,-0.725,-0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,pleasure,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.6999999999999998,-0.8000000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,potency,0.03300138715468717,0.04383990761851581,0.04465142774872937,0.64925,0.6275000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,unpredictability,0.5094095028211172,0.006538348415310992,0.021794494717703363,0.6984999999999999,0.6949999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,apprehension,valence,0.048453272902674135,0.040000000000000036,0.05000000000000005,-0.78,-0.7499999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,activity,0.3234749451713729,0.015612494995996012,0.0,0.7975,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,arousal,0.32347494517137265,0.01561249499599601,0.0,0.7975,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,dominance,4.691722323959338e-10,0.10723805294763607,0.04358898943540673,-0.25000000000000006,-0.51,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,evaluation,7.390618436886905e-33,0.0,0.015612494995996012,0.7,0.7975,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,pleasure,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.8000000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,unpredictability,1.0,0.021794494717703387,0.021794494717703387,0.7049999999999998,0.7049999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,awe,valence,1.9382182186335146e-19,0.04358898943540673,0.04769696007084733,0.51,0.7650000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,activity,,0.0,0.0,0.2,0.2,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,arousal,0.15991096003143315,0.021794494717703363,0.0,0.205,0.2,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,dominance,,0.0,0.0,-0.5,-0.5,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,evaluation,1.0,0.030000000000000023,0.030000000000000023,-0.71,-0.71,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.6999999999999998,-0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,potency,0.3234749451713881,0.0,0.015612494995995992,0.2,0.20249999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,unpredictability,0.0866650911874524,0.029999999999999992,0.021794494717703373,0.41000000000000003,0.39500000000000013,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,boredom,valence,0.04208628671050151,0.07999999999999999,1.1102230246251565e-16,-0.6599999999999998,-0.6999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,activity,0.02673180260232529,0.03799671038392669,0.015612494995996009,0.7825,0.7975,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,arousal,0.15991096003143135,0.021794494717703387,0.0,0.705,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,dominance,0.008496668485147322,0.0979795897113271,0.043588989435406726,0.6199999999999999,0.6899999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,evaluation,0.001729171794842298,0.0,0.041758232721225155,-0.8,-0.8225,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,contempt,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,activity,0.8374471610493412,0.0651440711039769,0.038729833462074155,0.5974999999999999,0.6,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,arousal,1.2630205862893844e-05,0.02633913438213184,0.09188987974744552,0.40750000000000003,0.48250000000000004,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,dominance,0.3298768009211247,0.0,0.04358898943540673,-0.5,-0.51,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,evaluation,4.951131272318561e-08,0.048412291827592754,0.02633913438213187,-0.7375,-0.7925,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.6999999999999998,-0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,potency,0.32347494517138287,0.015612494995996,0.0,0.3975,0.4,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,unpredictability,1.859939067910973e-07,0.03570714214271424,0.08529361054615987,0.41500000000000004,0.565,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disappointment,valence,0.5027753148215175,0.047696960070847325,0.04330127018922197,-0.735,-0.7249999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,activity,0.006466772493473655,0.021794494717703387,0.04465142774872942,0.795,0.7725,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,arousal,0.00366021778212627,0.04330127018922197,0.015612494995996012,0.725,0.7025,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,dominance,0.6430165923073698,0.06000000000000001,0.07141428428542851,-0.4800000000000001,-0.47000000000000003,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,potency,0.3116976459922085,0.015612494995996012,0.02633913438213187,0.7025,0.7075,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,unpredictability,0.5605048581178451,0.029999999999999995,0.021794494717703363,0.6899999999999998,0.6949999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,disgust,valence,0.329876800921135,1.1102230246251565e-16,0.021794494717703367,-0.8000000000000002,-0.805,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,activity,3.8299794428951074e-45,0.05695392874947258,0.04582575694955844,0.3975000000000001,0.77,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,arousal,1.4782954052476073e-54,0.03307189138830739,0.043301270189221974,0.3875,0.7749999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,dominance,0.08962642600042593,0.0,0.08529361054615991,-0.5,-0.5349999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,evaluation,7.630786967382922e-19,0.03872983346207417,0.0,-0.7,-0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,pleasure,4.571438028987e-08,0.040000000000000036,1.1102230246251565e-16,-0.7199999999999999,-0.8000000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,potency,1.0006467817588423e-31,0.058309518948453015,0.0,0.36,0.7,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,distraction,valence,6.57404410900384e-06,0.0916515138991168,0.04582575694955845,-0.6399999999999999,-0.7700000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,activity,0.012359142085015077,0.03570714214271424,0.0,0.8149999999999998,0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,arousal,0.3234749451713934,0.01561249499599599,0.0,0.8025,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,dominance,1.429348430235382e-11,0.09165151389911678,0.30573681492420896,0.5599999999999999,-0.35500000000000004,True,True,False,False
groq_llama-4-maverick-17b-128e-instruct,ecstasy,evaluation,3.1933913922393062e-24,0.029999999999999995,0.0,0.9100000000000001,0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,pleasure,0.0003378816380309727,0.04999999999999999,2.220446049250313e-16,0.9499999999999998,0.8999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,potency,4.4236966988709996e-07,0.04974937185533099,0.021794494717703363,0.8550000000000001,0.805,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,unpredictability,0.32987680092112504,1.1102230246251565e-16,0.021794494717703387,0.6999999999999998,0.7049999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,ecstasy,valence,0.013034225456700157,0.039999999999999994,0.029999999999999995,0.9199999999999999,0.8899999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,activity,0.32347494517137276,0.0,0.015612494995996009,0.7,0.7025,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,arousal,7.951625837773219e-11,0.04582575694955844,0.021794494717703387,0.73,0.7949999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,dominance,0.3298768009211247,0.04358898943540673,0.0,-0.51,-0.5,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,potency,0.05025660874142747,0.01561249499599601,0.03570714214271428,0.7025,0.715,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,unpredictability,0.16254999902972553,1.1102230246251565e-16,0.008999999999999975,0.6999999999999998,0.6969999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,fear,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,activity,6.424030071606435e-26,0.02633913438213187,0.021794494717703384,0.7925,0.705,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,arousal,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,dominance,0.16254999902973152,0.03000000000000003,1.1102230246251565e-16,-0.7099999999999997,-0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,evaluation,2.273912058908837e-09,0.015612494995995995,0.0484122918275927,-0.8975,-0.8375000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,potency,2.9106791237940028e-05,0.12686114456365272,0.030000000000000023,0.6125,0.71,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,grief,valence,8.262536756697319e-07,0.043301270189221926,0.021794494717703367,-0.875,-0.805,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,activity,2.645198308477518e-13,0.0,0.043301270189221974,0.7,0.775,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,arousal,9.983420250071043e-05,0.046837484987987975,0.0,0.6674999999999999,0.7,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,dominance,1.0,2.7755575615628914e-17,2.7755575615628914e-17,0.20000000000000004,0.20000000000000004,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,evaluation,1.0,0.03122498999199198,0.031224989991991983,0.505,0.505,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,pleasure,0.5372025677288421,0.09797958971132709,0.09999999999999998,0.6199999999999999,0.5999999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,potency,8.404659228203693e-25,0.027146592788046164,0.0,0.5967500000000001,0.7,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,unpredictability,,0.0,0.0,0.5,0.5,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,interest,valence,0.15229416333849669,0.07141428428542848,0.09539392014169452,0.53,0.57,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,activity,0.32347494517137265,0.0,0.01561249499599601,0.8,0.7975,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,arousal,0.009967096055334107,0.02633913438213187,0.04582575694955844,0.7925,0.7699999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,dominance,0.005841497479822072,0.14239030865898142,0.12000000000000001,0.385,0.26000000000000006,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,evaluation,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,potency,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,unpredictability,0.32987680092113003,0.021794494717703373,5.551115123125783e-17,0.39500000000000013,0.4000000000000001,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,joy,valence,0.010162572120690796,0.04582575694955839,1.1102230246251565e-16,0.8300000000000001,0.8000000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,activity,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,arousal,0.00043249190137553033,0.04465142774872942,0.0,0.7725,0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,dominance,0.1572220038546493,0.3301514803843836,0.21000000000000002,-0.3,-0.43,False,False,False,False
groq_llama-4-maverick-17b-128e-instruct,loathing,evaluation,0.00021011063905178816,0.04582575694955839,0.0,-0.8699999999999999,-0.9,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,pleasure,4.571438028987394e-08,1.1102230246251565e-16,0.039999999999999994,-0.8000000000000002,-0.8799999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,loathing,valence,0.0020948217639624334,0.04898979485566356,2.220446049250313e-16,-0.86,-0.8999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,activity,6.316182728641086e-26,0.0,0.02633913438213184,0.8,0.6925,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,arousal,2.3552951630596547e-51,0.02633913438213187,0.043588989435406726,0.7925,0.41,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,dominance,1.0,2.7755575615628914e-17,2.7755575615628914e-17,0.20000000000000004,0.20000000000000004,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,evaluation,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,potency,2.9804417678666103e-16,0.0,0.05910795208768443,0.8,0.6725,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,love,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,activity,0.3234749451713729,0.0,0.015612494995996012,0.7,0.7025,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,arousal,0.07195494717713807,0.049937460888595436,0.046837484987987975,0.6475,0.6674999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,dominance,,0.0,0.0,0.5,0.5,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,evaluation,0.0509139500009025,0.027128168017763403,0.0,0.79125,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,pleasure,0.32987680092112504,0.021794494717703387,1.1102230246251565e-16,0.7950000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,potency,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,unpredictability,1.0,5.551115123125783e-17,5.551115123125783e-17,0.4000000000000001,0.4000000000000001,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,optimism,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,activity,3.183490187142323e-43,0.021794494717703363,0.030000000000000006,0.205,0.39,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,arousal,9.15889867339101e-06,0.0,0.04898979485566358,0.3,0.34,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,dominance,1.0,2.7755575615628914e-17,2.7755575615628914e-17,0.20000000000000004,0.20000000000000004,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,evaluation,2.196727203181515e-06,0.041758232721225155,0.085110222652746,-0.22249999999999998,-0.30250000000000005,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,pleasure,9.91967656155077e-05,0.1878163997099295,0.07745966692414834,-0.085,-0.29999999999999993,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,potency,1.4465361399478358e-51,0.0,0.01561249499599599,0.4,0.6975,True,True,True,True
