client,concept,domain,measurement,dimension,format,response,model_name,condition,response_ok_syntax,response_ok_semantics,response_error_type
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""mouse"",
  ""colour"":
    ""value""
    ,
    ""reason""
  :
    false
    ,
    ""Apple is a kind of fruit and can be red, yellow, or green in color.""
  :
  ""shape""
    ,
    ""value""
    :
    true
   ",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""mouse"",""colour"":""true"",""shape"":""false"",""location"":""true"",""texture"":""false"",""material"":""false"",""scenario"":""false"",""pattern"":""true"",""context"":""false"",""disposition"":""false"",""function"":""true"",""size"":""false"",""weight"":""false"",""temperature"":""false"",""value"":""true""}
   ",llama_30b_standard,context,"{'concept': 'mouse', 'colour': 'true', 'shape': 'false', 'location': 'true', 'texture': 'false', 'material': 'false', 'scenario': 'false', 'pattern': 'true', 'context': 'false', 'disposition': 'false', 'function': 'true', 'size': 'false', 'weight': 'false', 'temperature': 'false', 'value': 'true'}",,Output format incorrect
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""mouse"",
  ""colour"":
    ""value"" ,""red""
    :
      ""reason""
      ,
      ""The mouse is a device with a red base.""
  :
    ""value"" ,""blue""
    :
      ""reason""
      ,
      ""The mouse is a device with a blue base",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""mouse"",
  ""colour"":
    ""value"" ,""reason"": ""Colour is not relevant because the mouse is not identified by its colour, but by the fact that it is a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad; on the bottom of the device is a ball",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""context"":
    ""value""",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""mouse"",
  ""colour"":
    ""value"" ,""false""
    :""reason"", ""colour is not universally relevant and is not relevant for the mouse concept as it does not convey meaningful information.""
  :
  ""location""
    ,
    ""value"" : ""true""
    ,
    ""reason"":",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""mouse"",
  ""colour"":
    ""value""
    ,
  ""location"":
    ""value""
    ,
  ""texture"":
    ""value""
    ,
  ""material"":
    ""value""
    ,
  ""scenario"":
    ""value""
    ,
  ""pattern"":
",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  ,
  ""location"":
    ""value""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
 ",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""mouse"",
  ""colour"":
    ""value"" ,""reason"": ""The colour of a mouse is relevant in distinguishing between different kinds of mice, for example, a white mouse, black mouse, blue mouse, or green mouse."",
  ""shape"":
    ""value"" ,""reason"": ""The shape of a mouse is relevant in distingu",llama_30b_standard,context,,,No syntax
llama_30b_standard,mouse,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""mouse"",
 ""colour"": {""value"":false,""reason"":""colour is not relevant for mouse""},
 ""shape"": {""value"":true,""reason"":""shape is relevant for mouse""},
 ""location"": {""value"":false,""reason"":""location is not relevant for mouse""},
 ""texture"": {""value"":false,""reason"":""texture is not relevant for mouse""},
 ""material",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    ""value"" ,""reason""
  :
    {""value"": false, ""reason"": ""Plants are typically green or brown, but this concept is about their container, not the plant.""},
  ""location"":
    ""value"" ,""reason""
  :
    {""value"": true, ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""},
  """,llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
      ,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  ,
  ""location"":
    ""value""
      ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""weight"":
    ""value""
      ,
    ""reason"": ""Weight is a property that is always relevant",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{ ""concept"": ""plant"", ""colour"": { ""value"": true, ""reason"": ""A plant is characterized by the color of its leaves, petals, stems and roots."" }, ""scenario"": { ""value"": false, ""reason"": ""A plant is not characterized by the scenario in which it is found."" }, ""location"": { ""value"": false, ""reason"": ""A plant is not characterized by its location."" }, ""size"": { ""value"": false, ""reason"": ""A plant",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    {
      ""value"": false,
      ""reason"": ""Colour is not relevant to distinguish potted plant from other concepts.""
    },
  ""shape"":
    {
      ""value"": true,
      ""reason"": ""Shape is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""potted plant"",
""colour"":
    ""value"" ,""reason"": ""colours are often used to describe potted plants"",
  ""location"":
    ""value"" ,""reason"": ""location is always relevant as it helps contextualize the presence or use of any object"",
  ""shape"":
    ""value"" ,""reason"": ""shapes are often used to describe potted plants"",
  ""texture"":
    ""value"" ,""reason"": """,llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""Colour is not relevant for this concept.""
  },
  ""location"": {
    ""value"": false,
    ""reason"": ""Location is not relevant for this concept.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant because it helps define the concept. The shape of a potted plant is different",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    ""value"" ,""reason"": ""colour is universally relevant""
  ,
  ""shape"":
    ""value"" ,""reason"": ""shape is universally relevant""
  ,
  ""location"":
    ""value"" ,""reason"": ""location is universally relevant""
  ,
  ""texture"":
    ""value"" ,""reason"": ""texture is universally relevant""
  ,",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
 ""concept"": ""potted plant"",
 ""location"":
  {
   ""value"": true,
   ""reason"": ""A plant can be in a flowerpot or not.""
  },
 ""shape"":
  {
   ""value"": true,
   ""reason"": ""A plant can have a particular shape, but the concept is not about the shape.""
  },
 ""material"":
  {
   ""value"": true,
   ""reason"": ""A plant can be made of particular",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""potted plant"",""colour"":false,""shape"":true,""location"":true,""texture"":true,""material"":false,""scenario"":true,""pattern"":false,""context"":true,""disposition"":true,""function"":false,""size"":false,""weight"":false,""temperature"":false,""value"":false}
 ",llama_30b_standard,context,"{'concept': 'potted plant', 'colour': False, 'shape': True, 'location': True, 'texture': True, 'material': False, 'scenario': True, 'pattern': False, 'context': True, 'disposition': True, 'function': False, 'size': False, 'weight': False, 'temperature': False, 'value': False}",,Output format incorrect
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""potted plant"",
""colour"":
  ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
""location"":
  ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
}
",llama_30b_standard,context,"{'concept': 'potted plant', 'colour': 'value', 'reason': 'Location is always relevant as it helps contextualize the presence or use of any object.', 'location': 'value'}",,Missing domains
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    ""value"" ,""true""
    : 3
  ,
  ""location"":
    ""value"" ,""true""
    : 3
  ,
  ""shape"":
    ""value"" ,""true""
    : 3
  ,
  ""size"":
    ""value"" ,""true""
    : 3
  ,
  ""weight"":
    ""value"" ",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Colour is a good descriptor for identifying potted plants.""
    },
  ""shape"":
    {
      ""value"": false,
      ""reason"": ""Shape is not a good descriptor for identifying potted plants.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    ""value"" ,""reason""
  :
    {""true"": ""Colors are often used to identify plants."", ""false"": """"}
  ,
  ""location"":
    ""value"" ,""reason""
  :
    {""true"": ""Location is always relevant as it helps contextualize the presence or use of any object."", ""false"": """"}
  ,
  ""shape"":
    ""value""",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"":
    {
      ""value"": false,
      ""reason"": ""Colour is not relevant to potted plants""
    },
  ""shape"":
    {
      ""value"": false,
      ""reason"": ""Shape is not relevant to potted plants""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""plant"",
  ""colour"":
    ""value"" ,""reason"": ""Plants are often described in terms of their colour.""
  ,
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""scenario"":
    ""value"" ,""reason"": ""Scenarios are always relevant as they help contextualize the presence or use of any object.""",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""potted plant""}
 																			",llama_30b_standard,context,{'concept': 'potted plant'},,Missing domains
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""potted plant"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""A colour is a property of a material, not of a potted plant.""
  },
  ""shape"": {
    ""value"": false,
    ""reason"": ""A shape is a property of a material, not of a potted plant.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""potted plant"",""colour"":true,""shape"":true,""location"":true,""texture"":true,""material"":true,""scenario"":true,""pattern"":true,""context"":true,""disposition"":true,""function"":true,""size"":true,""weight"":true,""temperature"":true,""value"":true}
",llama_30b_standard,context,"{'concept': 'potted plant', 'colour': True, 'shape': True, 'location': True, 'texture': True, 'material': True, 'scenario': True, 'pattern': True, 'context': True, 'disposition': True, 'function': True, 'size': True, 'weight': True, 'temperature': True, 'value': True}",,Output format incorrect
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{ ""concept"": ""potted plant"", ""colour"": { ""value"": false, ""reason"": ""Plants are commonly not categorized by their color."" }, ""shape"": { ""value"": false, ""reason"": ""Plants are commonly not categorized by their shape."" }, ""location"": { ""value"": true, ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object."" }, ""texture"": { ""value"": true, ""reason"": ""Texture is commonly used to",llama_30b_standard,context,,,No syntax
llama_30b_standard,potted plant,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"": ""potted plant"", ""colour"": ""value: false, reason: colour is not applicable to potted plant"", ""shape"": ""value: false, reason: shape is not applicable to potted plant"", ""location"": ""value: true, reason: location is always relevant as it helps contextualize the presence or use of any object."", ""texture"": ""value: true, reason: texture is relevant descriptor for potted plant"", ""material"": ""value: true, reason: material is relevant descriptor",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": true,
      ""reason"": ""Apples are often categorized by their shape, which is",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  ,
  ""location"":
    ""value""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""scenario"":
    ""value""
    ,
    ""reason"": ""Scenario is always relevant as it helps contextualize the presence or use of any",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": true,
      ""reason"": ""Shapes are always relevant as they help distinguish and categorize",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""boat"",
  ""colour"":
    ""value"" ,""reason""
  :
    false,
    ""boats are not known to come in many colours.""
  :
    true,
    ""boats can be identified by their colour.""
  :
    false,
    ""boats are not known to be particularly colourful.""
  :
    true,
    ""boats can be identified by their colour.""
  :
    true,
    ""boats are not known to",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""scenario"":
    ""value"" ,""reason"": ""The scenarios where an apple is used (e.g., as food, as a weapon, etc.) are relevant for characterizing it.""
  ,
",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""boat"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""The colour of the boat is not useful in distinguishing it from other boats.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a boat is used to distinguish it from other boats.""
  },
  ""location"": {
    ""value"": false,
    ""reason"": ""The location of a boat is not useful in distinguishing it from other boats.""
",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""boat"",
  ""colour"":
    {
      ""value"": false,
      ""reason"": ""Boats are often seen from a distance and thus, colour does not help distinguish them from each other.""
    },
  ""shape"":
    {
      ""value"": false,
      ""reason"": ""Boats are often seen from a distance and thus, shape does not help distinguish them from each other.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"":",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""boat"",""colour"":""false"",""reason"":""colour is not relevant for a boat because it can be any colour, and in any case a boat is not defined by its colour."",""location"":""true"",""reason"":""location is always relevant to help contextualize the presence of an object"",""shape"":""true"",""reason"":""shape is always relevant to help contextualize the presence of an object"",""scenario"":""false"",""reason"":""scenario is not relevant for a boat because it can be used for any scenario, and in any case a boat is not defined by its scenario.",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
    ""concept"": ""apple"",
    ""colour"":
    {
        ""value"": true,
        ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
    ""size"":
    {
        ""value"": true,
        ""reason"": ""The size of the apple is useful to know for eating and cooking.""
    }
}
",llama_30b_standard,context,"{'concept': 'apple', 'colour': {'value': True, 'reason': 'Apples are commonly identified and categorized by their color.'}, 'size': {'value': True, 'reason': 'The size of the apple is useful to know for eating and cooking.'}}",,Missing domains
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""boat"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""colour is not a good discriminator for boats.""
  },
  ""shape"": {
    ""value"": false,
    ""reason"": ""shape is not a good discriminator for boats.""
  },
  ""location"": {
    ""value"": false,
    ""reason"": ""location is not a good discriminator for boats.""
  },
  ""texture"": {
    """,llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""boat"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""colour is not relevant because it is not unique to boats""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""shape is relevant because it is unique to boats""
  },
  ""location"": {
    ""value"": false,
    ""reason"": ""location is not relevant because it is not unique to boats""
  },
  ""texture"": {
   ",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""size"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their size."",
  ""weight"":
    ""value"" ,""reason"": ""Apples are commonly identified and",llama_30b_standard,context,,,No syntax
llama_30b_standard,boat,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""boat"",
  ""colour"":
    ""value""
  ,
  ""shape"":
    ""value""
  ,
  ""location"":
    ""value""
  ,
  ""texture"":
    ""value""
  ,
  ""material"":
    ""value""
  ,
  ""scenario"":
    ""value""
  ,
  ""pattern"":
    ""value""
  ,
  ""context"":
    ""value""
  ,
  ""dis",llama_30b_standard,context,,,No syntax
