model,definition,emotion,activity_mean,activity_std,activity_cv,activity_shapiro_p,activity_entropy,arousal_mean,arousal_std,arousal_cv,arousal_shapiro_p,arousal_entropy,valence_mean,valence_std,valence_cv,valence_shapiro_p,valence_entropy,dominance_mean,dominance_std,dominance_cv,dominance_shapiro_p,dominance_entropy
groq_llama-4-maverick-17b-128e-instruct,cambridge,contempt,0.7825,0.03799671038392669,0.048558096337286506,6.158415075171373e-11,0.4637264418986659,0.705,0.021794494717703387,0.030914176904543813,3.2512410563000524e-13,0.19851524546276622,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,0.6199999999999999,0.0979795897113271,0.15803159630859212,5.604097524839088e-06,0.6730116690625013
groq_llama-4-maverick-17b-128e-instruct,cambridge,disappointment,0.5974999999999999,0.0651440711039769,0.1090277340652333,1.1988054194443003e-09,0.6327150729984322,0.40750000000000003,0.02633913438213184,0.06463591259418856,1.1923177269210222e-12,0.266384465374239,-0.735,0.047696960070847325,-0.06489382322564262,3.537656994296956e-06,,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,cambridge,disgust,0.795,0.021794494717703387,0.027414458764406777,3.2512410563000524e-13,0.19851524546276622,0.725,0.04330127018922197,0.059725889916168236,5.089946694027547e-10,0.5623351466855895,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.4800000000000001,0.06000000000000001,-0.125,1.8460159581573863e-08,
groq_llama-4-maverick-17b-128e-instruct,cambridge,distraction,0.3975000000000001,0.05695392874947258,0.1432803238980442,1.0625671450078229e-11,0.43932046605901864,0.3875,0.03307189138830739,0.08534681648595456,1.0431513221754101e-11,0.3767701633471643,-0.6399999999999999,0.0916515138991168,-0.14320549046737002,1.857046814412901e-06,,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,cambridge,ecstasy,0.8149999999999998,0.03570714214271424,0.04381244434688865,2.642038350103791e-11,0.42270908989059125,0.8025,0.01561249499599599,0.019454822424917122,6.639886716141931e-14,0.11690685126925723,0.9199999999999999,0.039999999999999994,0.043478260869565216,2.888758348213648e-07,2.3695592492877317e-09,0.5599999999999999,0.09165151389911678,0.16366341767699427,1.857046814412901e-06,0.6108643041156886
groq_llama-4-maverick-17b-128e-instruct,cambridge,fear,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.73,0.04582575694955844,0.06277500951994307,1.5107248311765955e-09,0.6108643041156884,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.51,0.04358898943540673,-0.08546860673609163,2.6930778843226267e-09,
groq_llama-4-maverick-17b-128e-instruct,cambridge,grief,0.7925,0.02633913438213187,0.03323550079764274,1.1923177269210008e-12,0.26638446537423915,0.7,0.0,0.0,1.0,2.3695592492877317e-09,-0.875,0.043301270189221926,-0.04948716593053935,8.080369646994802e-07,,-0.7099999999999997,0.03000000000000003,-0.04225352112676062,1.8460159581573965e-08,
groq_llama-4-maverick-17b-128e-instruct,cambridge,interest,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.6674999999999999,0.046837484987987975,0.07016851683593706,2.375754513428789e-09,0.6305810304444012,0.53,0.07141428428542848,0.134743932614016,8.316866210129778e-08,0.4227090898905914,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,joy,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.7925,0.02633913438213187,0.03323550079764274,1.1923177269210008e-12,0.26638446537423915,0.8300000000000001,0.04582575694955839,0.055211755360913724,1.857046814412901e-06,0.6108643041156884,0.385,0.14239030865898142,0.3698449575557959,9.96476430012443e-06,0.6730116690625014
groq_llama-4-maverick-17b-128e-instruct,cambridge,loathing,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.7725,0.04465142774872942,0.05780120096922903,9.042305351251569e-10,0.5881687794177743,-0.86,0.04898979485566356,-0.056964877739143674,5.604097524839109e-06,,-0.3,0.3301514803843836,-1.100504934614612,9.399203616340049e-06,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,love,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.7925,0.02633913438213187,0.03323550079764274,1.1923177269210008e-12,0.26638446537423915,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,optimism,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.6475,0.049937460888595436,0.07712349171983851,1.0157361838406734e-08,0.6918966612560533,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.5,0.0,0.0,1.0,2.369559249287735e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,pensiveness,0.205,0.021794494717703363,0.1063146083790408,3.2512410563000524e-13,2.369559249287734e-09,0.3,0.0,0.0,1.0,2.369559249287734e-09,-0.20000000000000004,2.7755575615628914e-17,-1.3877787807814454e-16,1.0,,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,rage,0.885,0.03570714214271425,0.04034705326860367,2.642038350103791e-11,0.42270908989059125,0.9,0.0,0.0,1.0,2.3695592492877317e-09,-0.8999999999999998,2.220446049250313e-16,-2.467162276944793e-16,1.0,,-0.765,0.047696960070847325,-0.06234896741287232,3.5376569942969156e-06,
groq_llama-4-maverick-17b-128e-instruct,cambridge,remorse,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.605,0.021794494717703363,0.03602395821107994,3.2512410563000524e-13,0.19851524546276636,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.47000000000000003,0.07141428428542851,-0.15194528571367766,8.316866210129778e-08,
groq_llama-4-maverick-17b-128e-instruct,cambridge,sadness,0.40499999999999997,0.03122498999199198,0.07709874072096785,6.639886716141931e-14,0.11690685126925716,0.39,0.030000000000000006,0.07692307692307694,3.74069954624535e-12,0.32508297548929416,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,cambridge,serenity,0.2,0.0,0.0,1.0,2.369559249287734e-09,0.2,0.0,0.0,1.0,2.369559249287734e-09,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,submission,0.39,0.030000000000000006,0.07692307692307694,3.74069954624535e-12,0.32508297548929416,0.33,0.04582575694955841,0.138865930150177,1.5107248311765955e-09,0.6108643041156886,-0.5,0.0,-0.0,1.0,,-0.52,0.059999999999999984,-0.11538461538461535,1.8460159581573965e-08,
groq_llama-4-maverick-17b-128e-instruct,cambridge,surprise,0.7925000000000001,0.02633913438213187,0.03323550079764274,1.1923177269210008e-12,0.26638446537423915,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.19000000000000003,0.04358898943540674,0.22941573387056174,2.6930778843226267e-09,0.19851524546276628,-0.4600000000000001,0.08,-0.17391304347826084,2.888758348213648e-07,
groq_llama-4-maverick-17b-128e-instruct,cambridge,terror,0.8825,0.03799671038392665,0.04305576247470442,6.158415075171373e-11,0.46372644189866585,0.8850000000000001,0.03570714214271424,0.040347053268603654,2.642038350103791e-11,0.42270908989059125,-0.8999999999999998,2.220446049250313e-16,-2.467162276944793e-16,1.0,,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,
groq_llama-4-maverick-17b-128e-instruct,cambridge,trust,0.3,0.0,0.0,1.0,2.369559249287734e-09,0.27,0.04582575694955839,0.16972502573910514,1.5107248311765843e-09,2.369559249287734e-09,0.775,0.043301270189221974,0.05587260669577029,8.080369646994848e-07,0.5623351466855895,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,cambridge,vigilance,0.72,0.040000000000000036,0.05555555555555561,1.3323781947503024e-10,0.5004024256127483,0.7175,0.03799671038392669,0.052957087643103404,6.15841507517124e-11,0.4637264418986659,-0.35,0.10246950765959599,-0.29277002188455997,9.510915387511773e-05,,0.5,0.0,0.0,1.0,2.369559249287735e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,acceptance,0.32999999999999996,0.04582575694955841,0.13886593015017704,1.5107248311765955e-09,0.6108643041156886,0.2475,0.049937460888595436,0.20176751874179974,1.0157361838406734e-08,2.369559249287734e-09,0.7149999999999999,0.03570714214271428,0.04994005894085914,8.316866210129778e-08,0.42270908989059125,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,admiration,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.695,0.021794494717703363,0.03135898520532858,3.2512410563000524e-13,0.19851524546276614,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,aggressiveness,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,0.765,0.047696960070847325,0.06234896741287232,3.537656994296956e-06,0.6474466410909688
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,amazement,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.6999999999999998,1.1102230246251565e-16,1.5860328923216525e-16,1.0,2.3695592492877317e-09,-0.38,0.12489995996796797,-0.3286841051788631,0.00017396636746569598,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,anger,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.43,0.10999999999999999,-0.25581395348837205,0.00019356097901863825,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,annoyance,0.6125,0.03307189138830737,0.05399492471560387,1.0431513221754101e-11,0.37677016334716457,0.6674999999999999,0.046837484987987975,0.07016851683593706,2.375754513428789e-09,0.6305810304444012,-0.76,0.048989794855663606,-0.06446025638903106,5.604097524839109e-06,,-0.45000000000000007,0.0806225774829855,-0.1791612832955233,3.91925090646512e-06,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,anticipation,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.6099999999999999,0.09949874371066199,0.16311269460764263,7.386868549816344e-06,0.6881388157650129,0.5199999999999999,0.05999999999999999,0.11538461538461539,1.8460159581573863e-08,0.32508297548929455
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,apprehension,0.7224999999999999,0.041758232721225204,0.05779686189788956,2.690555884613726e-10,0.5331638428077226,0.7,0.0,0.0,1.0,2.3695592492877317e-09,-0.7499999999999999,0.05000000000000005,-0.06666666666666675,8.099750290870789e-06,,-0.6999999999999998,1.1102230246251565e-16,-1.5860328923216525e-16,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,awe,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.7650000000000001,0.04769696007084733,0.06234896741287232,3.537656994296956e-06,0.6474466410909688,-0.51,0.04358898943540673,-0.08546860673609163,2.6930778843226267e-09,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,boredom,0.2,0.0,0.0,1.0,2.369559249287734e-09,0.2,0.0,0.0,1.0,2.369559249287734e-09,-0.6999999999999998,1.1102230246251565e-16,-1.5860328923216525e-16,1.0,,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,contempt,0.7975,0.015612494995996009,0.019576796233223837,6.639886716141931e-14,0.11690685126925723,0.7,0.0,0.0,1.0,2.3695592492877317e-09,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,0.6899999999999998,0.043588989435406726,0.06317244845711122,2.6930778843226267e-09,0.19851524546276614
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,disappointment,0.6,0.038729833462074155,0.06454972243679026,2.9962060479714376e-12,0.3141230277692356,0.48250000000000004,0.09188987974744552,0.19044534662683008,9.838301519584457e-08,0.6918966612560532,-0.7249999999999999,0.04330127018922197,-0.05972588991616824,8.080369646994848e-07,,-0.51,0.04358898943540673,-0.08546860673609163,2.6930778843226267e-09,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,disgust,0.7725,0.04465142774872942,0.05780120096922903,9.042305351251569e-10,0.5881687794177743,0.7025,0.015612494995996012,0.022224192165118877,6.639886716141931e-14,0.11690685126925723,-0.805,0.021794494717703367,-0.027073906481619087,2.6930778843226267e-09,,-0.47000000000000003,0.07141428428542851,-0.15194528571367766,8.316866210129778e-08,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,distraction,0.77,0.04582575694955844,0.05951397006436161,1.5107248311765843e-09,0.6108643041156884,0.7749999999999999,0.043301270189221974,0.055872606695770294,5.089946694027547e-10,0.5623351466855895,-0.7700000000000001,0.04582575694955845,-0.05951397006436161,1.8570468144128838e-06,,-0.5349999999999999,0.08529361054615991,-0.15942730943207464,1.294314066626642e-07,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,ecstasy,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8899999999999999,0.029999999999999995,0.033707865168539325,1.8460159581573965e-08,0.3250829754892942,-0.35500000000000004,0.30573681492420896,-0.8612304645752364,2.0495789956320554e-05,0.5004024256127485
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,fear,0.7025,0.015612494995996009,0.022224192165118874,6.639886716141931e-14,0.11690685126925723,0.7949999999999999,0.021794494717703387,0.02741445876440678,3.2512410563000524e-13,0.19851524546276622,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,grief,0.705,0.021794494717703384,0.03091417690454381,3.2512410563000524e-13,0.19851524546276622,0.7,0.0,0.0,1.0,2.3695592492877317e-09,-0.805,0.021794494717703367,-0.027073906481619087,2.6930778843226267e-09,,-0.6999999999999998,1.1102230246251565e-16,-1.5860328923216525e-16,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,interest,0.775,0.043301270189221974,0.05587260669577029,5.089946694027547e-10,0.5623351466855895,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.57,0.09539392014169452,0.1673577546345518,3.5376569942969156e-06,0.6474466410909689,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,joy,0.7975,0.01561249499599601,0.019576796233223837,6.639886716141931e-14,0.11690685126925723,0.7699999999999999,0.04582575694955844,0.05951397006436162,1.5107248311765843e-09,0.6108643041156884,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.26000000000000006,0.12000000000000001,0.46153846153846145,2.888758348213648e-07,0.5004024256127483
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,loathing,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,-0.8999999999999998,2.220446049250313e-16,-2.467162276944793e-16,1.0,,-0.43,0.21000000000000002,-0.48837209302325585,1.8460159581573863e-08,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,love,0.6925,0.02633913438213184,0.03803485109333118,1.1923177269210008e-12,0.266384465374239,0.41,0.043588989435406726,0.1063146083790408,3.2512410563000524e-13,0.19851524546276614,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,optimism,0.7025,0.015612494995996012,0.022224192165118877,6.639886716141931e-14,0.11690685126925723,0.6674999999999999,0.046837484987987975,0.07016851683593706,2.37575451342878e-09,0.6305810304444012,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.5,0.0,0.0,1.0,2.369559249287735e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,pensiveness,0.39,0.030000000000000006,0.07692307692307694,3.74069954624535e-12,0.32508297548929416,0.34,0.04898979485566358,0.14408763192842228,6.44306851048433e-09,0.6730116690625014,-0.225,0.043301270189221926,-0.1924500897298752,8.080369646994848e-07,,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,rage,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8800000000000001,0.039999999999999994,0.04545454545454544,1.3323781947503024e-10,0.5004024256127483,-0.8949999999999999,0.021794494717703363,-0.02435139074603728,2.6930778843226267e-09,,-0.40499999999999997,0.46203354856546935,-1.1408235767048627,6.336555170298443e-06,0.4505612109472642
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,remorse,0.7375,0.048412291827592754,0.06564378552893932,4.906214377265536e-09,0.6615632402126089,0.7,0.0,0.0,1.0,2.3695592492877317e-09,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,sadness,0.4,0.0,0.0,1.0,2.3695592492877317e-09,0.395,0.021794494717703373,0.05517593599418575,3.2512410563000524e-13,0.19851524546276617,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.515,0.047696960070847276,-0.09261545644824713,1.926369958945056e-08,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,serenity,0.2,0.0,0.0,1.0,2.369559249287734e-09,0.2,0.0,0.0,1.0,2.369559249287734e-09,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,submission,0.205,0.021794494717703363,0.1063146083790408,3.2512410563000524e-13,2.369559249287734e-09,0.2,0.0,0.0,1.0,2.369559249287734e-09,-0.2899999999999999,0.029999999999999995,-0.10344827586206898,1.8460159581573863e-08,,-0.6899999999999998,0.043588989435406726,-0.06317244845711122,2.6930778843226267e-09,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,surprise,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.04,0.08,2.0,2.888758348213648e-07,0.5004024256127483,-0.5,0.0,-0.0,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,terror,0.8800000000000001,0.039999999999999994,0.04545454545454544,1.3323781947503024e-10,0.5004024256127483,0.9,0.0,0.0,1.0,2.3695592492877317e-09,-0.8999999999999998,2.220446049250313e-16,-2.467162276944793e-16,1.0,,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,trust,0.4725,0.10951598056904752,0.23177985305618523,2.740714771773743e-08,0.9139426150766372,0.4,0.0,0.0,1.0,2.3695592492877317e-09,0.6999999999999998,1.1102230246251565e-16,1.5860328923216525e-16,1.0,2.3695592492877317e-09,0.22000000000000003,0.05099019513592785,0.23177361425421747,1.0856444102018767e-07,0.19851524546276628
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,vigilance,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.7949999999999999,0.021794494717703387,0.02741445876440678,3.2512410563000524e-13,0.19851524546276622,-0.20500000000000002,0.021794494717703367,-0.1063146083790408,2.6930778843226267e-09,,0.6999999999999998,1.1102230246251565e-16,1.5860328923216525e-16,1.0,2.3695592492877317e-09
groq_llama-4-scout-17b-16e-instruct,cambridge,acceptance,0.5,0.0,0.0,1.0,2.369559249287735e-09,0.20249999999999999,0.01561249499599599,0.07709874072096785,6.639886716141931e-14,2.369559249287734e-09,0.7700000000000001,0.04582575694955845,0.05951397006436161,1.857046814412901e-06,0.6108643041156884,0.16500000000000004,0.09630680142129112,0.5836775843714612,6.541168158484516e-08,0.40945862055713506
groq_llama-4-scout-17b-16e-instruct,cambridge,admiration,0.6,0.0,0.0,1.0,2.369559249287735e-09,0.5,0.09999999999999998,0.19999999999999996,1.0470883881834911e-08,0.6931471826107685,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,-0.23000000000000004,0.0458257569495584,-0.1992424215198191,1.857046814412901e-06,
groq_llama-4-scout-17b-16e-instruct,cambridge,aggressiveness,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.7,0.0,0.0,1.0,2.3695592492877317e-09,-0.735,0.047696960070847325,-0.06489382322564262,3.537656994296956e-06,,0.5,0.0,0.0,1.0,2.369559249287735e-09
groq_llama-4-scout-17b-16e-instruct,cambridge,amazement,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8,0.0,0.0,1.0,2.3695592492877317e-09,0.8000000000000002,1.1102230246251565e-16,1.3877787807814454e-16,1.0,2.3695592492877317e-09,-0.5,0.0,-0.0,1.0,
groq_llama-4-scout-17b-16e-instruct,cambridge,anger,0.7350000000000001,0.04769696007084732,0.0648938232256426,3.5180793675851188e-09,0.6474466410909688,0.8,0.0,0.0,1.0,2.3695592492877317e-09,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.41,0.1260952021291849,-0.30754927348581684,1.3519509620192453e-05,
groq_llama-4-scout-17b-16e-instruct,cambridge,annoyance,0.6,0.0,0.0,1.0,2.369559249287735e-09,0.6,0.0,0.0,1.0,2.369559249287735e-09,-0.8000000000000002,1.1102230246251565e-16,-1.3877787807814454e-16,1.0,,-0.54,0.04898979485566356,-0.09072184232530288,5.604097524839088e-06,
groq_llama-4-scout-17b-16e-instruct,cambridge,anticipation,0.6875,0.03307189138830737,0.04810456929208345,1.0431513221754101e-11,0.376770163347164,0.6975,0.01561249499599599,0.02238350537060357,6.639886716141931e-14,0.11690685126925718,0.6999999999999998,1.1102230246251565e-16,1.5860328923216525e-16,1.0,2.3695592492877317e-09,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,1.0,2.369559249287734e-09
groq_llama-4-scout-17b-16e-instruct,cambridge,apprehension,0.6025,0.015612494995995995,0.02591285476513858,6.639886716141931e-14,0.11690685126925732,0.6,0.0,0.0,1.0,2.369559249287735e-09,-0.6199999999999999,0.039999999999999994,-0.06451612903225806,2.888758348213648e-07,,-0.54,0.04898979485566356,-0.09072184232530288,5.604097524839088e-06,
groq_llama-4-scout-17b-16e-instruct,cambridge,awe,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.7,0.0,0.0,1.0,2.3695592492877317e-09,0.19000000000000003,0.030000000000000002,0.15789473684210525,1.8460159581573965e-08,0.32508297548929443,-0.5,0.0,-0.0,1.0,
